Tool Name,Part Name,SKU,Image URL
Columbia Automatic Taper Head Repair Parts,CT27 - Knife Guide Bracket - Left,08CT27,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT27_01_1.jpg?v=1748025160
Columbia Automatic Taper Head Repair Parts,CT28 - Roller Bushing,08CT28,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT28_01_1.jpg?v=1748023018
Columbia Automatic Taper Head Repair Parts,CT29 - Right Nylatron Chain Roller (small),08CT29,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT29_01_1.jpg?v=1753205337
Columbia Automatic Taper Head Repair Parts,CT29A - Left Nylatron Chain Roller (large),08CT29A,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT29A_01_1.jpg?v=1753205354
Columbia Automatic Taper Head Repair Parts,CT31 - Chain Tension & Guide Bracket,08CT31,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT31_01_1.jpg?v=1748969620
Columbia Automatic Taper Head Repair Parts,CT35 - Cap Reinforcing Tab,08CT35,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT35_01_1.jpg?v=1748025188
Columbia Automatic Taper Head Repair Parts,CT36 - Return Spring Tube,08CT36,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT36_01_1.jpg?v=1753205372
Columbia Automatic Taper Head Repair Parts,CT40 - Return Spring Ring,08CT40,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT40_01_1.jpg?v=1753205387
Columbia Automatic Taper Head Repair Parts,CT41 - Knife Retainer Block,08CT41,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT41_01_1.jpg?v=1748969642
Columbia Automatic Taper Head Repair Parts,CT41A - Knife Retainer Cap,08CT41A,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT41A_01_1.jpg?v=1748023042
Columbia Automatic Taper Head Repair Parts,CT42A - Diamond Blade,08CT42A,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/CT42A.jpg?v=1578662622
Columbia Automatic Taper Head Repair Parts,CT43 - Micro Chain,08CT43,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT43_01_1.jpg?v=1748969654
Columbia Automatic Taper Head Repair Parts,CT45 - Connecting Rod,08CT45,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT45_01_1.jpg?v=1748969667
Columbia Automatic Taper Head Repair Parts,CT47 - Crimping Wheel,08CT47,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT47_01_1.jpg?v=1766000104
Columbia Automatic Taper Head Repair Parts,CT50 - Crimping Wheel Bushing,08CT50,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT50_01_1.jpg?v=1753205403
Columbia Automatic Taper Head Repair Parts,CT53 - Toe Kicker,08CT53,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT53_01_1.jpg?v=1748969693
Columbia Automatic Taper Head Repair Parts,CT54 - Return Spring,08CT54,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT54_01_1.jpg?v=1753205432
Columbia Automatic Taper Head Repair Parts,CT55 - Carriage Guide Rod,08CT55,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT55_01_1.jpg?v=1748969710
Columbia Automatic Taper Head Repair Parts,CT56 - Carriage Guide Rod Stop,08CT56,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT56_01_1.jpg?v=1578662622
Columbia Automatic Taper Head Repair Parts,CT57 - Tape Advance Carriage,08CT57,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT57_01_1.jpg?v=1766000114
Columbia Automatic Taper Head Repair Parts,CT58 - Guide Rod Bushing,08CT58,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT58_01_1.jpg?v=1748025214
Columbia Automatic Taper Head Repair Parts,CT62 - Needle Holding Shaft,08CT62,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT62_01_1.jpg?v=1748025233
Columbia Automatic Taper Head Repair Parts,CT63 - Needle,08CT63,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT63_01_1.jpg?v=1748969897
Columbia Automatic Taper Head Repair Parts,CT64 - Needle Return Shaft,08CT64,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT64_01_1.jpg?v=1748025748
Columbia Automatic Taper Head Repair Parts,CT65 - Needle Return Spring,08CT65,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT65_01_1.jpg?v=1748025771
Columbia Automatic Taper Head Repair Parts,CT67 - Ratchet Gear,08CT67,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT67_01_1.jpg?v=1748969947
Columbia Automatic Taper Head Repair Parts,CT68 - Hub,08CT68,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT68_01_1.jpg?v=1766000128
Columbia Automatic Taper Head Repair Parts,CT70 - Drive Shaft,08CT70,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT70_01_1.jpg?v=1762972493
Columbia Automatic Taper Head Repair Parts,CT71 - Drive Sprocket - Small,08CT71,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/CT71.jpg?v=1764182176
Columbia Automatic Taper Head Repair Parts,CT72 - Cable,08CT72,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT72_01_1.jpg?v=1766085140
Columbia Automatic Taper Head Repair Parts,CT73 - Cable Drum,08CT73,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT73_01_1.jpg?v=1766000141
Columbia Automatic Taper Head Repair Parts,CT76 - Nylatron Washer,08CT76,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT76_01_1.jpg?v=1762972507
Columbia Automatic Taper Head Repair Parts,CT77 - Drive Sprocket - Large,08CT77,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT77_01_1.jpg?v=1748969963
Columbia Automatic Taper Head Repair Parts,CT78 - Drive Chain,08CT78,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT78_01_1.jpg?v=1748969978
Columbia Automatic Taper Head Repair Parts,CT79 - Hollow Shaft,08CT79,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT79_01_1.jpg?v=1748969991
Columbia Automatic Taper Head Repair Parts,CT80 - Manual Drive Grip,08CT80,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT80_01_1.jpg?v=1766000153
Columbia Automatic Taper Head Repair Parts,CT81 - Clutch Return Spring,08CT81,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT81_01_1.jpg?v=1748970010
Columbia Automatic Taper Head Repair Parts,CT82 - Clutch Lever,08CT82,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT82_01_1.jpg?v=1748970028
Columbia Automatic Taper Head Repair Parts,CT83 - Clutch Dog,08CT83,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT83_01_1.jpg?v=1748025790
Columbia Automatic Taper Head Repair Parts,CT85 - Clutch Release Shaft,08CT85,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT85_01_1.jpg?v=1748970043
Columbia Automatic Taper Head Repair Parts,CT86 – Toe Kicker Cable,08CT86,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/CT086.jpg?v=1748970118
Columbia Automatic Taper Head Repair Parts,CT87 - Engraved Cover Plate Cap,08CT87,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT87_01_1.jpg?v=1766171029
Columbia Automatic Taper Head Repair Parts,CT88 - Clutch Release Rod,08CT88,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT88_01_1.jpg?v=1748970143
Columbia Automatic Taper Head Repair Parts,CT87A - Bracket Brace,08CT87A,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COLCT087A_lg.jpg?v=1762972830
Columbia Automatic Taper Head Repair Parts,CT87-CS - Rubber Seal,08CT87-CS,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/CT87-CS-new.jpg?v=1737745920
Columbia Automatic Taper Head Repair Parts,CT89 - Release Rod Sleeve,08CT89,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT89_01_1.jpg?v=1748025815
Columbia Automatic Taper Head Repair Parts,CT90 - Rod Sleeve Housing,08CT90,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT90_01_1.jpg?v=1748025837
Columbia Automatic Taper Head Repair Parts,CT92 - Release Clip Bushing,08CT92,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT92_01_1.jpg?v=1748970154
Columbia Automatic Taper Head Repair Parts,CT92A - Toe Kicker Caple Retainer Clip,08CT92A,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT92A_01_1_fd8eebca-9b52-4686-897f-72258527f218.jpg?v=1748023067
Columbia Automatic Taper Head Repair Parts,CT96 - Mud Shut-Off Gasket,08CT96,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT96_01_1.jpg?v=1762972562
Columbia Automatic Taper Head Repair Parts,CT97 - Mud Supply Valve Body,08CT97,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT97_01_1.jpg?v=1762972580
Columbia Automatic Taper Head Repair Parts,CT98 - Mud Supply Seal Plate & Shaft,08CT98,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT98_01_1.jpg?v=1748970173
Columbia Automatic Taper Head Repair Parts,CT101 - Return Spring,08CT101,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-CT101_01_1.jpg?v=1752064454
Columbia Automatic Taper Head Repair Parts,"FA199 - 2-56 x 3/16"" Binder Slot",08FA199,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA199_01_1.jpg?v=1763480442
Columbia Automatic Taper Head Repair Parts,"FA200 - 1/16 x 1/4"" Split Pin",08FA200,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA200_01_1.jpg?v=1748023083
Columbia Automatic Taper Head Repair Parts,"FA203 - 1/16 x 3/4"" Cotter Pin",08FA203,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA203_01_1.jpg?v=1748023126
Columbia Automatic Taper Head Repair Parts,FA206 - 4-40 Hex Nut,08FA206,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA206_01_1.jpg?v=1748023447
Columbia Automatic Taper Head Repair Parts,FA207 - 4-40 Nyloc Nut,08FA207,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA207_01_1.jpg?v=1748023467
Columbia Automatic Taper Head Repair Parts,"FA208 - 4-40 x 1/8"" Binder Slot",08FA208,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA208_01_1.jpg?v=1748023509
Columbia Automatic Taper Head Repair Parts,"FA210 - 4-40 x 3/16"" Binder Slot",08FA210,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA210_01_1.jpg?v=1763480451
Columbia Automatic Taper Head Repair Parts,"FA212 - 4-40 x 3/16"" Truss Slot",08FA212,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA212_01_1.jpg?v=1763480456
Columbia Automatic Taper Head Repair Parts,"FA213 - 4-40 x 1/4"" Binder Slot",08FA213,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA213_01_1.jpg?v=1763480464
Columbia Automatic Taper Head Repair Parts,"FA214 - 4-40 x 1/4"" Flat Slot",08FA214,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA214_01_1.jpg?v=1766167872
Columbia Automatic Taper Head Repair Parts,"FA215 - 4-40 x 5/16"" Binder Slot",08FA215,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA215_01_1.jpg?v=1766167890
Columbia Automatic Taper Head Repair Parts,"FA219 - 4-40 x 1/2"" Fillister Slot",08FA219,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA219_01_1.jpg?v=1763480476
Columbia Automatic Taper Head Repair Parts,"FA220 - 4-40 x 3/4"" Hex Bolt",08FA220,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA220_01_1.jpg?v=1763480492
Columbia Automatic Taper Head Repair Parts,"FA224 - 1/8"" x 3/8"" Split Pin",08FA224,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA224_01_1.jpg?v=1748023598
Columbia Automatic Taper Head Repair Parts,FA228 - #6 Flat Washer,08FA228,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA228_01_1.jpg?v=1763480514
Columbia Automatic Taper Head Repair Parts,FA229 - #6 Lock Washer,08FA229,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA229_01_1.jpg?v=1746450090
Columbia Automatic Taper Head Repair Parts,FA230 - #6 Star Washer,08FA230,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA230_01_1.jpg?v=1748023699
Columbia Automatic Taper Head Repair Parts,FA233 - 6-32 Nyloc Nut,08FA233,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA233_01_1.jpg?v=1748023731
Columbia Automatic Taper Head Repair Parts,FA234 - 6-32 Nyloc Jam Nut,08FA234,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/FA234.jpg?v=1748023750
Columbia Automatic Taper Head Repair Parts,"FA238 - 6-32 x 3/16"" Fillister Slot",08FA238,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA238_01_1.jpg?v=1764001211
Columbia Automatic Taper Head Repair Parts,"FA239 - 6-32 x 1/4"" Binder Slot",08FA239,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA239_01_1.jpg?v=1763480528
Columbia Automatic Taper Head Repair Parts,"FA241 - 6-32 x 3/8"" Binder Slot",08FA241,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA241_01_1.jpg?v=1763480547
Columbia Automatic Taper Head Repair Parts,"FA243 - 6-32 x 3/8"" Flat Slot",08FA243,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA243_01_1.jpg?v=1763480990
Columbia Automatic Taper Head Repair Parts,"FA244 - 6-32 x 1/2"" Pan Slot",08FA244,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/FA244.jpg?v=1748865934
Columbia Automatic Taper Head Repair Parts,"FA245 - 6-32 x 1/2"" Fillister Slot",08FA245,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA245_01_1.jpg?v=1764001220
