brand,model,schematic_key,normalized_sku,display_id,part_name,quantity,notes,source_confidence
TapeTech,07TT,07TT/schematic_data.json,050418,050418,Roller Axle,8,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,"050422 RUBBER
PAD, TYP.
(REPAIR ONLY)","050422 Rubber
Pad, Typ.
(Repair Only)","050422 Rubber
Pad, Typ.
(Repair Only)",1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,050500,050500,Brake Roller,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,050577,050577,Brake Torsion Spring,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,050599,050599,Main Shaft Washer,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,051001,051001,Outlet Valve Handle,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,051089,051089,"Side Plate, SST",1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,051105,051105,"Side Plate, SST",1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,051135,051135,"Cutter Block, Taper",1,name_source=researched,high
TapeTech,07TT,07TT/schematic_data.json,051243,051243,Stub Shaft,1,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data_004.json,051248,051248,051248,1,name_source=frontend; generic_name=true,medium
TapeTech,07TT,07TT/schematic_data_004.json,051250,051250,051250,1,name_source=frontend; generic_name=true,medium
TapeTech,07TT,07TT/schematic_data_004.json,051251,051251,051251,1,name_source=frontend; generic_name=true,medium
TapeTech,07TT,07TT/schematic_data_004.json,051252,051252,051252,1,name_source=frontend; generic_name=true,medium
TapeTech,07TT,07TT/schematic_data_004.json,051415,051415,051415,1,name_source=frontend; generic_name=true,medium
TapeTech,07TT,07TT/schematic_data.json,052011,052011,Drip Guard,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,052036,052036,Base Bracket,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,052051,052051,Key,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,052052,052052,Lock,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,052055,052055,Taper Head Enclosure,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,052080,052080,Snap Out Cover,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,052121F,052121F,Shaft,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,052125,052125,052125,1,name_source=frontend; generic_name=true,medium
TapeTech,07TT,07TT/schematic_data.json,052148,052148,"Bushing, Plastic",2,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,052149,052149,Sprocket Bushing,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,052150,052150,Brake Adjuster,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,052152,052152,Side Plate Spacer,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,052214,052214,Wheel Enclosure,4,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,052221,052221,Control Arm Boss,1,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,052226,052226,"Control Arm Guide, Molded",1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,052400B,052400B,Spool Mount,1,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,052401B,052401B,"Plunger Stop, Small",1,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,052403,052403,Plunger Stop Locking Strap,1,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,052404B,052404B,Keeper Yoke,1,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,052407B,052407B,Keeper Tube Cradle,1,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,052408,052408,Spool Post,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,052409,052409,Keeper Wireform,1,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data_004.json,05240B,05240B,05240B,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,052415A,052415A,"Control Tube, Anodized",1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,052576,052576,Brake Spring Mount,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data_004.json,054002B,054002B,054002B,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,054028,054028,Gooser Assembly,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data_004.json,05402FF,05402FF,05402FF,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,054032F,054032F,Push Rod Assy,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,054048F,054048F,Baffle Plate Ass'Y,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,054059F,054059F,Filler Tube Assy,1,name_source=researched,high
TapeTech,07TT,07TT/schematic_data.json,054075,054075,"Tape Runner Assy, Right",1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,054095F,054095F,Creaser Arm Assy,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,054096F,054096F,Creaser Arm Assy,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,054101,054101,Tape Guide Assy.,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,054104,054104,"Tape Runner Assy, Left",1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,054111F,054111F,Gooser Guide,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,054114F,054114F,Sprocket Assembly,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,054116F,054116F,Drive Dog Assy,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,054118F,054118F,Drive Dog Holder Assembly,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,054209F,054209F,Main Cable Assy,2,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,054219,054219,Control Arm Assy.,1,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,"054245F
(051262 BUSHING)
(NOT SHOWN)
(REPAIR ONLY)","054245F
(051262 BUSHING)
(NOT SHOWN)
(REPAIR ONLY)",Trigger Assembly,1,name_source=researched,high
TapeTech,07TT,07TT/schematic_data.json,056022,056022,Gooser Spring,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,056100F,056100F,"Taper Head, No Logo",1,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,056133,056133,"Pyramid Blade, SST",2,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,056142,056142,"Cutter Chain, SST.",1,name_source=researched,high
TapeTech,07TT,07TT/schematic_data.json,056142F,056142F,056142F,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,056248G,056248G,Gold Taper Tube,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,058126F,058126F,Drive Chain - S.S.,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059005,059005,Nut 4-40 Hex S.S.,2,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059012,059012,Screw 6-32 X 3/8 Fil. Hd. S.S.,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059013,059013,Screw 6-32 X 5/16 Rd. Hd. S.S.,4,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059014,059014,Screw 4-40 X 3/16 Truss Hd. S.S,1,name_source=researched,high
TapeTech,07TT,07TT/schematic_data.json,059015,059015,Screw 6-32 X 1/4 Fil. Hd. S.S.,8,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,059016,059016,"Lockwasher, #6 Medium Spring",7,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059018,059018,Stopnut 6-32 Thin Pat.,3,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059020,059020,Screw 6-32 X 3/8 Bind Hd.,3,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059021,059021,"Screw, 4-40 X 5/32",4,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059024,059024,Chain Keeper,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059025,059025,Cotter Pin. 5/64 X 1/2 S.S,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059029,059029,Screw 6-32 X 5/8 Fl. Hd. S.S,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059037,059037,Screw 4-40 X 1/4 Bind Hd. S.S,9,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059038,059038,Lockwasher 4 Med. Spring,7,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059040,059040,"O Ring, 568-006 Buna",1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059044,059044,Insert,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059047,059047,Screw 2-56 X 1/8 Bind Hd. S.S,2,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059049,059049,"Needle, Gooser",2,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059051,059051,Screw 6-32 X 3/16 Fil. Hd. S.S,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059056,059056,"Machine Screw, 2-56 X 3/16 Fillister Hea",4,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059057,059057,Screw 4-40 x 3/16 Bind Hd. S.S,19,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,"059057, LOCTITE AND
TORQUE SECURELY","059057, LOCTITE AND
TORQUE SECURELY","059057, LOCTITE AND
TORQUE SECURELY",1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059060,059060,"Stopnut 3-48 Hex., Nyloc, S.S.",1,name_source=researched,high
TapeTech,07TT,07TT/schematic_data.json,059061F,059061F,Valve Spring,1,name_source=researched,high
TapeTech,07TT,07TT/schematic_data.json,059067,059067,"Key Ring, .875 Diameter",1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059074,059074,"Stopnut, 8-32 Hex, Elas., S.S.",4,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059078,059078,Bearing Nyliner,2,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059082,059082,Drum Washer,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059084,059084,Setscrew,2,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059085,059085,Screw 8-32 X 1/4 Fil. Hd. S.S,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059087,059087,"Nut 3-48 Hex, Miniature S.S.",1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059091,059091,"Screw 6-32 X 1/2 Slotted Fil. Hd., S.S.",2,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059092,059092,"Screw 8-32 X 1-1/2, Slotted Rd. Hd., S.S",1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059098,059098,"Shim, Side Plate",2,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059102,059102,Screw 4-40 X .225/.235 Fl.Hd.SST.,12,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059106,059106,Screw 4-40 X 1/8 Sltd Fl Hd SST.,2,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059107,059107,Screw 6-32 X 1/4 Fl. Hd. SST.,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059108,059108,059108,1,name_source=frontend; generic_name=true,medium
TapeTech,07TT,07TT/schematic_data.json,059117,059117,059117,1,name_source=frontend; generic_name=true,medium
TapeTech,07TT,07TT/schematic_data.json,059119,059119,"Pin, Drive Dog Holder",1,name_source=researched,high
TapeTech,07TT,07TT/schematic_data.json,059120,059120,"Axle, Drive Dog",1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059123,059123,059123,1,name_source=frontend; generic_name=true,medium
TapeTech,07TT,07TT/schematic_data.json,059127,059127,Screw 8-32 X 5/8 Truss Hd. S.S,2,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059129,059129,"Pin, Cutter Block",1,name_source=researched,high
TapeTech,07TT,07TT/schematic_data.json,059143,059143,Cotter Pin 1/16 X 1/2 SST.,5,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,059156,059156,Screw 4-40 X 5/16 Bind. Hd. S.S,3,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059161,059161,Screw 4-40 X 3/8 Fil. Hd. S.S,4,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059164,059164,#6 Ext. Washer,5,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,059201,059201,"1/4-20 Hex Nut, Slotted",1,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,059206,059206,Nut 1/4 - 20 Heavy Hex. S.S 303,1,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,059225,059225,Nut 10-32 Elastic,2,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data_004.json,059226,059226,059226,1,name_source=frontend; generic_name=true,medium
TapeTech,07TT,07TT/schematic_data.json,059230,059230,Screw 5-40 X 7/16 Bind,2,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,059238,059238,1/4-20 X 1/2 Screw Fl Hd Socket Cap,2,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,059264,059264,4-40 X 7/16 Binding Head Screw,2,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059323,059323,10-32X5/8 Button Hd Soc Cap Screw,2,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,059328,059328,"O-Ring, 1-3/4 ID x 1-7/8 OD x 1/16 wide",1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059329,059329,"Screw, 10-32 x 1, Phillips FH Undercut",2,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059330,059330,"Jam Nut, 10-32 x 1/8",2,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,059331,059331,10-32 x 5/16 Hex Soc Set TY A Cup Pt,2,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,059332,059332,"O-Ring, 1mm x 11mm",1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059333,059333,O Ring - 5/32 ID x 9/16 OD x 1/16 Wide,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059426,059426,6-32 X 5/8 Soc. Hd. Cap Screw,2,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,059429,059429,"O Ring, 5/16 ID x 9/16 OD x .139 Wide",1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data_004.json,059436,059436,059436,1,name_source=frontend; generic_name=true,medium
TapeTech,07TT,07TT/schematic_data.json,209042,209042,#10 Brass Washer,2,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,209048,209048,"Screw, 4-40 X 1/8 Bind. Hd. S.S.",3,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,209058,209058,6-32 Brass Nut,1,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,219095,219095,Washer,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,509010,509010,Screw: 4-40 X 5/16 Fl. Hd. S.S.,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,609012,609012,Stopnut 4-40 S.S,1,name_source=frontend,high
TapeTech,07TT,07TT/schematic_data.json,709034,709034,O'Ring 568-210 Buna,1,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,709043,709043,"#63 ""S"" Hook 18-8 S.S.",1,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,809006,809006,Washer:#14 Brass,1,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data.json,889009,889009,5/32 X 1'' Spring Pin. 18-8 S.S.,2,name_source=frontend; duplicate_schematic_keys=07TT/schematic_data.json|07TT/schematic_data_004.json,high
TapeTech,07TT,07TT/schematic_data_004.json,DETAILS,Details,Details,1,name_source=frontend,high
TapeTech,17TT,17TT/schematic_data.json,059025,059025,Cotter Pin. 5/64 X 1/2 S.S,1,name_source=frontend,high
TapeTech,17TT,17TT/schematic_data.json,059143,059143,Cotter Pin 1/16 X 1/2 SST.,1,name_source=frontend,high
TapeTech,17TT,17TT/schematic_data.json,150003F,150003F,Coupling,1,name_source=frontend,high
TapeTech,17TT,17TT/schematic_data.json,150004F,150004F,"Pin, Swivel Coupling",1,name_source=frontend,high
TapeTech,17TT,17TT/schematic_data.json,150009,150009,Swivel Axle,1,name_source=frontend,high
TapeTech,17TT,17TT/schematic_data.json,154007,154007,Swivel Ass'Y,1,name_source=frontend,high
TapeTech,17TT,17TT/schematic_data.json,164348,164348,"Corner Roller Handle Assembly, Sold",1,name_source=frontend,high
TapeTech,17TT,17TT/schematic_data.json,170002,170002,Block,1,name_source=frontend,high
TapeTech,17TT,17TT/schematic_data.json,170003,170003,Axle,1,name_source=frontend,high
TapeTech,17TT,17TT/schematic_data.json,171005,171005,Universal Roller,1,name_source=frontend,high
TapeTech,17TT,17TT/schematic_data.json,176001,176001,"Bracket, No Logo, Serialized",1,name_source=frontend,high
TapeTech,17TT,17TT/schematic_data.json,179004,179004,6-32 X 3/16 Hex Soc Setscrew Cup Pt 18-8,1,name_source=frontend,high
TapeTech,17TT,17TT/schematic_data.json,179006,179006,#10 Medium Lockwasher 18-8 S.S.,1,name_source=frontend,high
TapeTech,17TT,17TT/schematic_data.json,179007,179007,"#10 Flat Washer, 18-8 S.S.",1,name_source=frontend,high
TapeTech,17TT,17TT/schematic_data.json,179008,179008,5/16 Flat Washer,1,name_source=frontend,high
TapeTech,17TT,17TT/schematic_data.json,179009,179009,5L10-Fk Type 6 Nyliner,1,name_source=frontend,high
TapeTech,17TT,17TT/schematic_data.json,179010,179010,".312 Ext. Retainer ""E"" Ring, 18-8 S.S.",1,name_source=frontend,high
TapeTech,17TT,17TT/schematic_data.json,359005,359005,Screw: 6-32 X 1/4 Bind Hd.,1,name_source=frontend,high
TapeTech,17TT,17TT/schematic_data.json,359046,359046,"Nut, Hex 10-32",1,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,059037,059037,Screw 4-40 X 1/4 Bind Hd. S.S,4,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,059084,059084,Setscrew,2,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,059091,059091,"Screw 6-32 X 1/2 Slotted Fil. Hd., S.S.",1,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,359005,359005,Screw: 6-32 X 1/4 Bind Hd.,2,name_source=frontend,high
