filename,white_ratio,face_count,action,reason
07tt-c_03.webp,0.940872,0,keep,
07tt-c_04.webp,0.895203,0,keep,
07tt-c_05.webp,0.901123,0,keep,
07tt-c_06.webp,0.714890,0,keep,
07tt-c_07.webp,0.799896,0,keep,
07tt-c_08.webp,0.771332,0,keep,
07tt-c_09.webp,0.783142,0,keep,
07tt-c_10.webp,0.778778,0,keep,
07tt-c_11.webp,0.000015,0,remove,non_white_background
07tt-c_12.webp,0.000000,0,remove,non_white_background
07tt-c_13.webp,0.000000,0,remove,non_white_background
07tt_01.webp,0.844299,0,keep,
07tt_02.webp,0.924088,0,keep,
07tt_03.webp,0.537125,0,keep,
07tt_04.webp,0.454575,0,keep,
07tt_05.webp,0.541458,0,keep,
07tt_06.webp,0.620331,0,keep,
07tt_07.webp,0.262131,1,remove,human_face_detected
07tt_08.webp,0.455688,0,keep,
07tt_09.webp,0.569626,0,keep,
07tt_10.webp,0.822739,0,keep,
07tt_11.webp,0.039078,1,remove,non_white_background;human_face_detected
07tt_12.webp,0.000031,1,remove,non_white_background;human_face_detected
07tt_13.webp,0.000137,0,remove,non_white_background
07tt_14.webp,0.011429,0,remove,non_white_background
07tt_15.webp,0.000122,0,remove,non_white_background
101222_01.webp,0.619934,0,keep,
101249_01.webp,0.877457,0,keep,
122267_01.webp,0.358994,1,remove,human_face_detected
129061_01.webp,0.121979,0,keep,
130001_01.webp,0.481079,0,keep,
130002_01.webp,0.427841,0,keep,
130004_01.webp,0.863922,0,keep,
130007_01.webp,0.364899,0,keep,
139008_01.webp,0.637543,0,keep,
139010_01.webp,0.953156,0,keep,
140002c_01.webp,0.950119,0,keep,
140003_01.webp,0.555038,0,keep,
140004_01.webp,0.654617,0,keep,
140006_01.webp,0.954407,0,keep,
140007_01.webp,0.900864,0,keep,
140008_01.webp,0.984085,0,keep,
140009g_01.webp,0.882019,0,keep,
140010_01.webp,0.797363,1,remove,human_face_detected
140012_01.webp,0.803207,0,keep,
140013_01.webp,0.963898,0,keep,
140014_01.webp,0.659836,0,keep,
140015_01.webp,0.928680,0,keep,
140017_01.webp,0.888046,0,keep,
140018_01.webp,0.000931,0,remove,non_white_background
140038_01.webp,0.884216,0,keep,
140039_01.webp,0.775665,0,keep,
142001_01.webp,0.771957,0,keep,
142016_01.webp,0.732224,0,keep,
144001_01.webp,0.716370,0,keep,
145011_01.webp,0.844879,0,keep,
149021_01.webp,0.881027,0,keep,
149022_01.webp,0.935715,0,keep,
149023_01.webp,0.931213,0,keep,
149025_01.webp,0.969376,0,keep,
149028_01.webp,0.979523,0,keep,
149032_01.webp,0.886002,0,keep,
149034_01.webp,0.960495,0,keep,
149035_01.webp,0.925919,0,keep,
150003f_01.webp,0.817947,0,keep,
150009_01.webp,0.782928,0,keep,
151005_01.webp,0.429550,0,keep,
152006_01.webp,0.952744,0,keep,
152025_01.webp,0.925110,0,keep,
154007_01.webp,0.684662,0,keep,
156001f_01.webp,0.756805,0,keep,
159023_01.webp,0.944366,0,keep,
159026_01.webp,0.965424,0,keep,
159027_01.webp,0.957657,0,keep,
15tte_01.webp,0.685318,0,keep,
15tte_02.webp,0.861160,0,keep,
15tte_03.webp,0.830734,0,keep,
15tte_04.webp,0.006241,0,remove,non_white_background
15tte_05.webp,0.000000,0,remove,non_white_background
15tte_06.webp,0.000000,0,remove,non_white_background
16c298_01.webp,0.555313,0,keep,
16tt90_01.webp,0.796112,1,remove,human_face_detected
16tt90_02.webp,0.738571,0,keep,
16tt90_03.webp,0.774841,0,keep,
16tt90_04.webp,0.812225,0,keep,
16tt90_05.webp,0.005096,0,remove,non_white_background
16tt90_06.webp,0.000000,0,remove,non_white_background
16tt_01.webp,0.687592,0,keep,
16tt_02.webp,0.755142,0,keep,
16tt_03.webp,0.721710,0,keep,
16tt_04.webp,0.798553,0,keep,
16tt_05.webp,0.020493,0,remove,non_white_background
16tt_06.webp,0.000000,0,remove,non_white_background
16tt_07.webp,0.001175,0,remove,non_white_background
16tt_08.webp,0.000397,0,remove,non_white_background
179009_01.webp,0.839340,0,keep,
17tt_01.webp,0.716919,0,keep,
17tt_02.webp,0.876862,0,keep,
17tt_03.webp,0.000000,0,remove,non_white_background
17tt_04.webp,0.000000,0,remove,non_white_background
17tte_01.webp,0.778961,0,keep,
17tte_02.webp,0.802338,0,keep,
190002_01.webp,0.860168,0,keep,
190033_01.webp,0.944580,0,keep,
190034_01.webp,0.908615,0,keep,
190036_01.webp,0.910675,0,keep,
191001_01.webp,0.894318,0,keep,
191006_01.webp,0.709930,0,keep,
191007_01.webp,0.980942,0,keep,
196003_01.webp,0.759766,0,keep,
199010_01.webp,0.974380,0,keep,
200026f_01.webp,0.936478,0,keep,
200052f_01.webp,0.767868,0,keep,
202020_01.webp,0.828964,0,keep,
202021_01.webp,0.766251,0,keep,
202028_01.webp,0.717545,0,keep,
202036_01.webp,0.817108,0,keep,
203010_01.webp,0.909088,0,keep,
204002_01.webp,0.868042,0,keep,
204005_01.webp,0.941574,0,keep,
206003_01.webp,0.849152,0,keep,
206027g_01.webp,0.691299,0,keep,
206994_01.webp,0.749466,0,keep,
209006_01.webp,0.802460,0,keep,
209012_01.webp,0.988235,0,keep,
209041_01.webp,0.746460,0,keep,
209046_01.webp,0.731796,0,keep,
209047_01.webp,0.357254,0,keep,
209048_01.webp,0.868149,0,keep,
209049_01.webp,0.848938,0,keep,
209058_01.webp,0.948334,0,keep,
209755_01.webp,0.808167,0,keep,
210024f_01.webp,0.855621,0,keep,
210058f_01.webp,0.665054,0,keep,
210059_01.webp,0.795792,0,keep,
210060_01.webp,0.970764,0,keep,
210071_01.webp,0.950745,0,keep,
210073_01.webp,0.822006,0,keep,
210096_01.webp,0.939789,0,keep,
212081_01.webp,0.709457,0,keep,
212082_01.webp,0.984467,0,keep,
212084_01.webp,0.874603,0,keep,
212085_01.webp,0.872528,0,keep,
212086_01.webp,0.962616,0,keep,
212087_01.webp,0.915817,0,keep,
212089_01.webp,0.985077,0,keep,
212090_01.webp,0.941772,0,keep,
213051_01.webp,0.729919,0,keep,
213083_01.webp,0.798218,0,keep,
219080_01.webp,0.983887,0,keep,
219081_01.webp,0.979858,0,keep,
219091_01.webp,0.912109,0,keep,
219095_01.webp,0.974976,0,keep,
240793_01.webp,0.708191,0,keep,
24d166_01.webp,0.735352,0,keep,
250009_01.webp,0.960464,0,keep,
250026f_01.webp,0.932449,0,keep,
251023g_01.webp,0.688187,0,keep,
251025g_01.webp,0.684296,0,keep,
254002_01.webp,0.887192,0,keep,
254005_01.webp,0.928833,0,keep,
255033g_01.webp,0.749298,0,keep,
256027g_01.webp,0.737991,0,keep,
257133_01.webp,0.594559,0,keep,
260071_01.webp,0.970581,0,keep,
260096_01.webp,0.949753,0,keep,
300009_01.webp,0.969070,0,keep,
300026f_01.webp,0.904434,0,keep,
301032g_01.webp,0.832748,0,keep,
303010_01.webp,0.959076,0,keep,
304002_01.webp,0.886017,0,keep,
304005_01.webp,0.952103,0,keep,
310071_01.webp,0.978500,0,keep,
310096_01.webp,0.952438,0,keep,
335_01.webp,0.657410,0,keep,
340001_01.webp,0.978287,0,keep,
340026_01.webp,0.925018,0,keep,
345045g_01.webp,0.903793,0,keep,
350008_01.webp,0.834534,0,keep,
350033f_01.webp,0.789581,0,keep,
350034_01.webp,0.813232,0,keep,
352002f_01.webp,0.739365,0,keep,
356001g_01.webp,0.465378,0,keep,
359005_01.webp,0.847916,0,keep,
359046_01.webp,0.805634,0,keep,
400005_01.webp,0.918625,0,keep,
400009f_01.webp,0.934586,0,keep,
402002f_01.webp,0.646088,0,keep,
402006_01.webp,0.787338,0,keep,
402012_01.webp,0.897919,0,keep,
402017f_01.webp,0.848831,0,keep,
402019_01.webp,0.781021,0,keep,
402033_01.webp,0.792480,0,keep,
403004_01.webp,0.956833,0,keep,
409010_01.webp,0.952072,0,keep,
409021_01.webp,0.901123,0,keep,
40xtt_01.webp,0.700729,0,keep,
40xtt_02.webp,0.628738,0,keep,
40xtt_03.webp,0.614426,0,keep,
40xtt_04.webp,0.000076,0,remove,non_white_background
420009_01.webp,0.908417,0,keep,
42tt_01.webp,0.538330,0,keep,
42tt_02.webp,0.571960,0,keep,
42tt_03.webp,0.646851,0,keep,
42tt_04.webp,0.007706,0,remove,non_white_background
450005_01.webp,0.950729,0,keep,
450009f_01.webp,0.945984,0,keep,
450021_01.webp,0.963623,0,keep,
480002f_01.webp,0.933060,0,keep,
480005_01.webp,0.951553,0,keep,
480007f_01.webp,0.824661,0,keep,
480008f_01.webp,0.902206,0,keep,
480015f_01.webp,0.838837,0,keep,
480016f_01.webp,0.839417,0,keep,
480021_01.webp,0.943634,0,keep,
480026_01.webp,0.712341,0,keep,
480027_01.webp,0.804214,0,keep,
480209_01.webp,0.949600,0,keep,
480215_01.webp,0.653152,0,keep,
480216_01.webp,0.666626,0,keep,
480221_01.webp,0.956833,0,keep,
480230_01.webp,0.819992,0,keep,
486001f_01.webp,0.548294,0,keep,
486201_01.webp,0.514969,0,keep,
489020_01.webp,0.856003,0,keep,
489022_01.webp,0.928696,0,keep,
489029_01.webp,0.883469,0,keep,
48tt_01.webp,0.547821,0,keep,
48tt_02.webp,0.590393,0,keep,
48tt_03.webp,0.544540,0,keep,
48tt_04.webp,0.647919,0,keep,
48tt_05.webp,0.001862,0,remove,non_white_background
48xtt_01.webp,0.583649,0,keep,
48xtt_02.webp,0.564621,0,keep,
48xtt_03.webp,0.652573,0,keep,
48xtt_04.webp,0.664886,0,keep,
48xtt_05.webp,0.576797,0,keep,
499023_01.webp,0.454788,0,keep,
499025_01.webp,0.987427,0,keep,
500018_01.webp,0.782349,0,keep,
500028_01.webp,0.829346,0,keep,
501a_01.webp,0.869461,0,keep,
501acf_01.webp,0.727081,0,keep,
501c10_01.webp,0.892273,0,keep,
501c12_01.webp,0.905838,0,keep,
501c15_01.webp,0.914581,0,keep,
501c7_01.webp,0.869034,0,keep,
501f25a_01.webp,0.897446,0,keep,
501f2a_01.webp,0.879669,0,keep,
501f3a_01.webp,0.926208,0,keep,
501f4a_01.webp,0.887207,0,keep,
501f4ax_01.webp,0.887817,0,keep,
501h_01.webp,0.639008,0,keep,
501j_01.webp,0.591080,0,keep,
501rse_01.webp,0.745529,0,keep,
502005f_01.webp,0.741776,0,keep,
502006_01.webp,0.485504,0,keep,
502007_01.webp,0.649841,0,keep,
502a_01.webp,0.785492,0,keep,
502cn_01.webp,0.816605,0,keep,
502f25_01.webp,0.941757,0,keep,
502f2_01.webp,0.953384,0,keep,
502f3_01.webp,0.944290,0,keep,
502f4_01.webp,0.942886,0,keep,
502f4x_01.webp,0.935074,0,keep,
502h_01.webp,0.476776,1,remove,human_face_detected
505c10_01.webp,0.864685,0,keep,
505c12_01.webp,0.896317,0,keep,
505c7_01.webp,0.344818,0,keep,
506009_01.webp,0.685364,0,keep,
509008_01.webp,0.804916,0,keep,
509010_01.webp,0.857620,0,keep,
559017_01.webp,0.771988,0,keep,
57355_01.webp,0.823288,0,keep,
57355_02.webp,0.898758,0,keep,
57355_03.webp,0.890533,0,keep,
57355_04.webp,0.911087,0,keep,
57355_05.webp,0.873413,0,keep,
57356_01.webp,0.802551,0,keep,
57356_02.webp,0.894577,0,keep,
57356_03.webp,0.874359,0,keep,
57356_04.webp,0.873581,0,keep,
600005f_01.webp,0.972748,0,keep,
600007_01.webp,0.687073,0,keep,
600022_01.webp,0.822037,0,keep,
602029f_01.webp,0.810287,0,keep,
602035_01.webp,0.872421,0,keep,
602045f_01.webp,0.691483,0,keep,
604036_01.webp,0.711182,0,keep,
609015_01.webp,0.674728,0,keep,
609020_01.webp,0.795517,0,keep,
609021_01.webp,0.862442,0,keep,
609049_01.webp,0.755157,0,keep,
609050_01.webp,0.967896,0,keep,
630009_01.webp,0.792816,0,keep,
630010_01.webp,0.791779,0,keep,
630017_01.webp,0.610214,0,keep,
630030_01.webp,0.841019,0,keep,
631015_01.webp,0.856049,0,keep,
632026_01.webp,0.848709,0,keep,
634028_01.webp,0.834946,0,keep,
638001_01.webp,0.509628,0,keep,
639020_01.webp,0.941071,0,keep,
650005f_01.webp,0.976410,0,keep,
650007_01.webp,0.643646,0,keep,
650022_01.webp,0.877213,0,keep,
650040_01.webp,0.312500,0,keep,
654036_01.webp,0.430069,0,keep,
680002_01.webp,0.781281,0,keep,
680009_01.webp,0.831406,0,keep,
680010_01.webp,0.891846,0,keep,
680030_01.webp,0.897522,0,keep,
681015_01.webp,0.856491,0,keep,
684028_01.webp,0.714920,0,keep,
688001_01.webp,0.452530,0,keep,
700002f_01.webp,0.948227,0,keep,
700004f_01.webp,0.413300,0,keep,
700010f_01.webp,0.401825,0,keep,
700015f_01.webp,0.761337,0,keep,
700032f_01.webp,0.583710,0,keep,
700033f_01.webp,0.635498,0,keep,
700036_01.webp,0.849091,0,keep,
700037_01.webp,0.919174,0,keep,
700042_01.webp,0.851669,0,keep,
702031f_01.webp,0.499008,0,keep,
704040_01.webp,0.745743,0,keep,
709006_01.webp,0.755722,0,keep,
709012_01.webp,0.941910,0,keep,
709023_01.webp,0.803146,0,keep,
709024_01.webp,0.902115,0,keep,
709027_01.webp,0.657486,0,keep,
709043_01.webp,0.856949,0,keep,
709052_01.webp,0.737839,0,keep,
709055_01.webp,0.893646,0,keep,
709056_01.webp,0.822540,0,keep,
722003g_01.webp,0.714066,0,keep,
722039_01.webp,0.514877,0,keep,
722070_01.webp,0.933533,0,keep,
724001_01.webp,0.528000,0,keep,
726018_01.webp,0.836853,0,keep,
729009_01.webp,0.615906,0,keep,
729064_01.webp,0.829453,0,keep,
729071_01.webp,0.834549,0,keep,
762011_01.webp,0.399902,0,keep,
76tt-ca_01.webp,0.831177,0,keep,
76tt-ca_02.webp,0.869110,0,keep,
76tt-ca_03.webp,0.887650,0,keep,
76tt-ca_04.webp,0.893265,0,keep,
76tt-ca_05.webp,0.918488,0,keep,
76tt-ca_06.webp,0.877792,0,keep,
76tt-ca_07.webp,0.000031,1,remove,non_white_background;human_face_detected
76tt-ca_08.webp,0.000198,0,remove,non_white_background
76tt-ca_09.webp,0.000885,0,remove,non_white_background
76tt-ca_10.webp,0.000122,1,remove,non_white_background;human_face_detected
76tt-ca_11.webp,0.002396,0,remove,non_white_background
76tt-ca_12.webp,0.000214,0,remove,non_white_background
76tt-ca_13.webp,0.000031,0,remove,non_white_background
76tt_01.webp,0.845276,0,keep,
76tt_02.webp,0.845306,0,keep,
76tt_03.webp,0.845306,0,keep,
76tt_04.webp,0.358734,0,keep,
76tt_05.webp,0.874451,0,keep,
76tt_06.webp,0.000031,1,remove,non_white_background;human_face_detected
76tt_07.webp,0.000198,0,remove,non_white_background
76tt_08.webp,0.000900,0,remove,non_white_background
76tt_09.webp,0.000122,1,remove,non_white_background;human_face_detected
76tt_10.webp,0.002380,0,remove,non_white_background
76tt_11.webp,0.000244,0,remove,non_white_background
76tt_12.webp,0.000046,0,remove,non_white_background
76xltt_01.webp,0.879440,0,keep,
76xltt_02.webp,0.836960,0,keep,
76xltt_03.webp,0.852158,0,keep,
76xltt_04.webp,0.748474,0,keep,
76xltt_05.webp,0.866867,0,keep,
76xltt_06.webp,0.000381,0,remove,non_white_background
800008_01.webp,0.857559,0,keep,
800018f_01.webp,0.556717,0,keep,
800021f_01.webp,0.903503,0,keep,
800027_01.webp,0.951736,0,keep,
8000tt-pa_01.webp,0.721527,0,keep,
8000tt-pa_02.webp,0.768723,0,keep,
8000tt-pa_03.webp,0.753235,0,keep,
8000tt-pa_04.webp,0.846268,1,remove,human_face_detected
8000tt-pa_05.webp,0.000000,0,remove,non_white_background
8000tt_01.webp,0.721527,0,keep,
8000tt_02.webp,0.753235,0,keep,
8000tt_03.webp,0.768723,0,keep,
8000tt_04.webp,0.779953,0,keep,
8000tt_05.webp,0.788116,0,keep,
8000tt_06.webp,0.000000,0,remove,non_white_background
801009_01.webp,0.939026,0,keep,
802016_01.webp,0.789368,0,keep,
8034tt_01.webp,0.991608,0,keep,
8034tt_02.webp,0.842117,0,keep,
804003f_01.webp,0.678741,0,keep,
804234_01.webp,0.963638,0,keep,
8042tt_01.webp,0.989929,0,keep,
8042tt_02.webp,0.857742,0,keep,
8054tt_01.webp,0.987488,0,keep,
8054tt_02.webp,0.841873,0,keep,
8072tt_01.webp,0.859756,0,keep,
8072tt_02.webp,0.796051,0,keep,
8072tt_03.webp,0.785355,0,keep,
8072tt_04.webp,0.771667,0,keep,
8072tt_05.webp,0.937302,0,keep,
808015f_01.webp,0.755844,0,keep,
809006_01.webp,0.811325,0,keep,
809011_01.webp,0.809677,0,keep,
809025_01.webp,0.890869,0,keep,
810027_01.webp,0.970245,0,keep,
810028_01.webp,0.929581,0,keep,
810029_01.webp,0.929047,0,keep,
811018_01.webp,0.597900,0,keep,
8134tt_01.webp,0.991562,0,keep,
8134tt_02.webp,0.842117,0,keep,
8142tt_01.webp,0.989929,0,keep,
8142tt_02.webp,0.842148,0,keep,
8154tt_01.webp,0.987411,0,keep,
8154tt_02.webp,0.841309,0,keep,
8172tt_01.webp,0.983582,0,keep,
8172tt_02.webp,0.842148,0,keep,
819038_01.webp,0.914886,0,keep,
857355_01.webp,0.952057,0,keep,
857355_02.webp,0.985413,0,keep,
857355_03.webp,0.899857,0,keep,
859016_01.webp,0.716965,0,keep,
85t_01.webp,0.936035,0,keep,
85t_02.webp,0.000397,1,remove,non_white_background;human_face_detected
85t_03.webp,0.000290,0,remove,non_white_background
85t_04.webp,0.000275,1,remove,non_white_background;human_face_detected
85xltt_01.webp,0.956299,0,keep,
85xltt_02.webp,0.961487,0,keep,
85xltt_03.webp,0.000397,0,remove,non_white_background
861014_01.webp,0.722794,0,keep,
880004_01.webp,0.735046,0,keep,
880006f_01.webp,0.862915,1,remove,human_face_detected
880028_01.webp,0.795929,0,keep,
880038_01.webp,0.840622,0,keep,
880042_01.webp,0.854706,0,keep,
880053_01.webp,0.851318,0,keep,
881005_01.webp,0.716766,0,keep,
882001g_01.webp,0.957611,0,keep,
882002_01.webp,0.940033,0,keep,
882013_01.webp,0.945953,0,keep,
882016_01.webp,0.907791,0,keep,
882039_01.webp,0.840744,0,keep,
883020_01.webp,0.635010,0,keep,
889009_01.webp,0.895477,0,keep,
889016_01.webp,0.881348,0,keep,
889017_01.webp,0.937775,0,keep,
889027_01.webp,0.675522,0,keep,
889030_01.webp,0.932617,0,keep,
889035_01.webp,0.863647,0,keep,
889055_01.webp,0.851410,0,keep,
889062_01.webp,0.663498,0,keep,
88tte_01.webp,0.981979,0,keep,
88tte_02.webp,0.977570,0,keep,
88tte_03.webp,0.973923,0,keep,
88tte_04.webp,0.891586,0,keep,
90t_01.webp,0.916916,0,keep,
90t_02.webp,0.895874,0,keep,
90t_03.webp,0.000061,0,remove,non_white_background
90t_04.webp,0.000305,0,remove,non_white_background
90t_05.webp,0.000000,0,remove,non_white_background
90t_06.webp,0.002426,0,remove,non_white_background
950006_01.webp,0.749298,0,keep,
950009_01.webp,0.749298,0,keep,
atx01tt_01.webp,0.954178,0,keep,
atx01tt_02.webp,0.964737,0,keep,
atx01tt_03.webp,0.942093,0,keep,
ban001-tt_01.webp,0.841385,0,keep,
ban001-tt_02.webp,0.805969,0,keep,
ban001-tt_03.webp,0.841354,0,keep,
ban001-tt_04.webp,0.838181,0,keep,
ban001-tt_05.webp,0.855988,0,keep,
ban001-tt_06.webp,0.923325,0,keep,
ban001-tt_07.webp,0.588409,0,keep,
ban001-tt_08.webp,0.640396,0,keep,
ban001-tt_09.webp,0.624847,0,keep,
ban001-tt_10.webp,0.581879,0,keep,
ban001-tt_11.webp,0.000031,0,remove,non_white_background
ban001-tt_12.webp,0.000000,0,remove,non_white_background
ban001-tt_13.webp,0.000000,0,remove,non_white_background
ban001-tt_14.webp,0.000000,0,remove,non_white_background
bh_01.webp,0.915680,0,keep,
bh_02.webp,0.880356,0,keep,
bh_03.webp,0.000000,0,remove,non_white_background
bh_04.webp,0.000000,0,remove,non_white_background
bhe-sw_01.webp,0.843170,0,keep,
bhe-sw_02.webp,0.950974,0,keep,
bhe-sw_03.webp,0.672379,0,keep,
bhe-sw_04.webp,0.227554,0,keep,
bhe-sw_05.webp,0.000000,0,remove,non_white_background
bhe-sw_06.webp,0.000000,0,remove,non_white_background
bhe-sw_07.webp,0.001450,0,remove,non_white_background
bhe_01.webp,0.910797,0,keep,
bhe_02.webp,0.869141,0,keep,
bhe_03.webp,0.000000,0,remove,non_white_background
bhe_04.webp,0.000000,0,remove,non_white_background
bhe_05.webp,0.000000,0,remove,non_white_background
bhe_06.webp,0.000000,0,remove,non_white_background
bhe_07.webp,0.000153,0,remove,non_white_background
ca07tt_01.webp,0.441040,0,keep,
ca07tt_02.webp,0.643143,0,keep,
ca07tt_03.webp,0.647354,0,keep,
ca07tt_04.webp,0.541153,0,keep,
ca07tt_05.webp,0.555161,0,keep,
ca07tt_06.webp,0.001114,0,remove,non_white_background
ca08tt_01.webp,0.467484,0,keep,
ca08tt_02.webp,0.627808,0,keep,
ca08tt_03.webp,0.634933,0,keep,
ca08tt_04.webp,0.507584,0,keep,
ca08tt_05.webp,0.525681,0,keep,
ca08tt_06.webp,0.001114,0,remove,non_white_background
caa-tt_01.webp,0.678467,0,keep,
caa-tt_02.webp,0.637512,0,keep,
ccage04_01.webp,0.970886,0,keep,
ccage04_02.webp,0.967056,0,keep,
ccage04_03.webp,0.967041,0,keep,
ccage04_04.webp,0.967560,0,keep,
ccage04_05.webp,0.968704,0,keep,
ccage09_01.webp,0.960220,0,keep,
ccage09_02.webp,0.959045,0,keep,
ccage09_03.webp,0.958389,0,keep,
ccage09_04.webp,0.956818,0,keep,
ccage09_05.webp,0.959579,0,keep,
ccage12_01.webp,0.930527,0,keep,
ccage12_02.webp,0.949493,0,keep,
ccage12_03.webp,0.949188,0,keep,
ccage12_04.webp,0.948547,0,keep,
ccage12_05.webp,0.949707,0,keep,
cf07h_01.webp,0.693909,0,keep,
cf07h_02.webp,0.752350,0,keep,
cf07h_03.webp,0.561920,0,keep,
cf07h_04.webp,0.576721,0,keep,
cf10h_01.webp,0.720840,0,keep,
cf10h_02.webp,0.766602,0,keep,
cf10h_03.webp,0.643631,0,keep,
cf10h_04.webp,0.642929,0,keep,
cf12h_01.webp,0.746735,0,keep,
cf12h_02.webp,0.771851,0,keep,
cf12h_03.webp,0.700806,0,keep,
cf12h_04.webp,0.706329,0,keep,
cfa-tt_01.webp,0.847702,0,keep,
cfa-tt_02.webp,0.000229,0,remove,non_white_background
cfh40tt_01.webp,0.987488,0,keep,
cfh66tt_01.webp,0.978592,0,keep,
cfk01tt_01.webp,0.941803,0,keep,
cfk02tt_01.webp,0.860748,0,keep,
