filename,white_ratio,face_count,action,reason
tk12sstt_04.webp,0.000000,0,remove,non_white_background
tk12sstt_05.webp,0.000000,0,remove,non_white_background
tk14bstt_01.webp,0.755768,0,keep,
tk14bstt_02.webp,0.650970,0,keep,
tk14bstt_03.webp,0.000092,0,remove,non_white_background
tk14bstt_04.webp,0.000000,0,remove,non_white_background
tk14bstt_05.webp,0.000214,0,remove,non_white_background
tk14bstt_06.webp,0.000000,0,remove,non_white_background
tk14sstt_01.webp,0.756042,0,keep,
tk14sstt_02.webp,0.650970,0,keep,
tk14sstt_03.webp,0.001312,0,remove,non_white_background
tk14sstt_04.webp,0.000000,0,remove,non_white_background
tk14sstt_05.webp,0.000000,0,remove,non_white_background
tmk01tt_01.webp,0.503052,0,keep,
tmk01tt_02.webp,0.692566,0,keep,
tmk01tt_03.webp,0.858551,0,keep,
tmk01tt_04.webp,0.887573,0,keep,
ttbbs_01.webp,0.714920,0,keep,
ttbbs_02.webp,0.825577,0,keep,
ttbts_01.webp,0.831879,0,keep,
ttcfs-m_01.webp,0.758698,0,keep,
ttcfs_01.webp,0.762787,0,keep,
ttpfb_01.webp,0.750122,0,keep,
ttpps-ef_01.webp,0.500168,0,keep,
ttpps-ef_02.webp,0.590347,0,keep,
ttpps-ef_03.webp,0.845581,0,keep,
ttpps-ef_04.webp,0.604401,0,keep,
ttpps-ef_05.webp,0.489349,0,keep,
ttpps-ef_06.webp,0.701141,0,keep,
ttpps_01.webp,0.544067,0,keep,
ttpps_02.webp,0.810928,0,keep,
ttpps_03.webp,0.825607,0,keep,
ttpps_04.webp,0.740158,0,keep,
ttpps_05.webp,0.440186,0,keep,
ttpps_06.webp,0.467667,0,keep,
ttpps_07.webp,0.845139,0,keep,
ttpss_01.webp,0.667953,0,keep,
ttpss_02.webp,0.710953,0,keep,
ttpss_03.webp,0.740158,0,keep,
ttpss_04.webp,0.623718,0,keep,
ttpss_05.webp,0.845139,0,keep,
ttsfs-2_01.webp,0.623505,0,keep,
ttsfs-2_02.webp,0.647095,0,keep,
ttsfs-2_03.webp,0.401993,0,keep,
ttsfs_01.webp,0.657761,0,keep,
vgauge180_01.webp,0.785583,0,keep,
vgauge200_01.webp,0.769882,0,keep,
vmarg05_01.webp,0.831467,0,keep,
vmarg06_01.webp,0.819153,0,keep,
vmarg08_01.webp,0.834839,0,keep,
vmargset0506_01.webp,0.889847,0,keep,
vround55_01.webp,0.807983,0,keep,
vtrian55_01.webp,0.819885,0,keep,
xhtt_01.webp,0.972275,0,keep,
xhtt_02.webp,0.977707,0,keep,
xhtt_03.webp,0.913025,0,keep,
xhtt_04.webp,0.832138,0,keep,
xhtt_05.webp,0.904388,0,keep,
xhtt_06.webp,0.941971,0,keep,
xhtt_07.webp,0.856384,0,keep,
xhtt_08.webp,0.000000,0,remove,non_white_background
xhtt_09.webp,0.000000,0,remove,non_white_background
