"brand","schematic_file","part_id","part_name","source_sku","resolved_sku","status","resolution_rule"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH25-AD/schematic_data.json","402006","402006 - Insert Socket","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH25-AD/schematic_data.json","359005","359005 - 6-32 X 1/4 Bind Hd Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","059091","059091 - 6-32 X 1/2 Fill. Hd Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","4020028","4020028","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","409010","409010 - Retainer Spring","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","402012","402012 - Ball Retainer","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","480021","480021 - Blade Tension Spring (Small)","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","480017F","480017 - Center Clip (Short)","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","486001","TapeTech 3"" Easy Roll Head Casting (486001)","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","059084","059084 - 8-32 X 1/4 1/2 Dog Setscrew","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","460005","460005","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","480008F","480008 - Spring Adjusting Cam (Left)","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","46Y013","46Y013","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","450009F","450009 - 3"" Carbide Blade","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","40Y011","40Y011","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","4B0015F","4B0015F","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","402006","402006 - Insert Socket","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","359005","359005 - 6-32 X 1/4 Bind Hd Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","409020","409020","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","480007F","480007 - Spring Adjusting Cam (Right)","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","05P037","05P037","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","405022","405022","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","480016","TapeTech Stainless Steel Frame, Right (480016)","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","4B0002B","4B0002B","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","484G14F","484G14F","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","480026","480026 - TapeTech Replacement Angle Head Wheel","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","489026","489026","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","48Y027","48Y027","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","489023","489023 - #6 SS Flat Washer","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH30-AD/schematic_data.json","489029","489029 - 6-32 X 5/8 Socket Hd Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","059091","059091 - 6-32 X 1/2 Fill. Hd Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","402002B","402002B","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","409010","409010 - Retainer Spring","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","402012","402012 - Ball Retainer","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","480021","480021 - Blade Tension Spring (Small)","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","480017F","480017 - Center Clip (Short)","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","486201","486201 - 3.5"" EasyRoll Head Casting","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","059084 X 2","059084 - 8-32 X 1/4 1/2 Dog Setscrew","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","480216","480216 - 3.5"" EasyRoll Frame, right","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","480002B X 2","480002B X 2","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","484014F","484014F - Center Clip Assy","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","480005","480005 - Blade Tension Spring (Large)","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","480008F","480008 - Spring Adjusting Cam (Left)","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","480230 X 2","480230 - Head Frame Stop","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","480007F","480007 - Spring Adjusting Cam (Right)","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","489020 X 2","489020 - 4-40x5/16 Nylock Pan Hd Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","059037 X 4","059037 - 4-40 X 1/4 Bind Hd Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","489022 X 2","489022 - Screw, 4-40 X 31/64","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","489023 X 2","489023 - #6 SS Flat Washer","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","489027 X 2","489027 X 2","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","480026 X 2","480026 - TapeTech Replacement Angle Head Wheel","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","359005 X 2","359005 - 6-32 X 1/4 Bind Hd Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","402006","402006 - Insert Socket","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","059037 X 4","059037 - 4-40 X 1/4 Bind Hd Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","402019 X 2","402019 - Blade Holder Stop","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","480215","480215 - 3.5"" EasyRoll Frame, Left","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","409011 X 2","409011 - Skid Blade","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","480209 X 2","480209 - 3.5"" Angle Head Carbide Blade","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/AH35-AD/schematic_data.json","489013 X 12","489013 - 6-32x1/8 Socket Hd Setscrew","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","350008","350008 - Wiper for 8"" Angle Box","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","350034","350034 - Pressure Plate for 8"" Angle Box","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","551005","551005","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","559017","559017 - 1/4-20 X 5/8"" Hex Hd Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","502006","502006 - Pivot Bearing","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","502005F","502005 - Pivot","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","559051","559051","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","809011","809011 - Dog Point 5/16-18x7/8 Thumb Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","354003F","354003 - Filler Body Assembly","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","050064","TapeTech Valve (050064)","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","609021","609021 - 10-32 X 5/8 Rd Hd Sst Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","609020","609020 - Friction Washer Disc","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","502034","502034 - Corner Box Latch","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","609018","609018 - 3/16 Plastic Washer","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","059225","059225 - 10-32 Thin Pattern Stop Nut","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","502007","502007 - Bearing","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","356001B","356001B","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","059084","059084 - 8-32 X 1/4 1/2 Dog Setscrew","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","059060","059060 - 3-48 Stop Nut","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","059061F","059061 - Valve Spring","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","352002F","352002F - Valve Holder","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","502019","502019 - Replacement Seal","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","350033F","350033F - 8"" Seal Holder","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","509010","509010 - 4-40 X 5/16 Flat Hd Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","059012","6-32 X 3/8 Fillister Hd  - 059012","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","059156","059156 - 4-40 X 5/16 Bind Hd Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","609012","609012 - 4-40 Elastic Stopnut","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","506009","506009 - Cone Assembly","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","509008","509008 - 10-32 X 1/2 Bd Hd Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","559005","559005","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","359005","359005 - 6-32 X 1/4 Bind Hd Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CA08-AD/schematic_data.json","059012","6-32 X 3/8 Fillister Hd  - 059012","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CFA-AD/schematic_data.json","402033","402033 Ball Coupling - Threaded Angle Head Ball","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CFA-AD/schematic_data.json","883024","883024","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/AngleHeads/CFA-AD/schematic_data.json","883021","NS Adapter Jam Nut","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","202021","202021 - Special Nut","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","206003","206003 - Dial Assembly","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","20905B","20905B","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","203013","203013","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","209016","209016 - Screw 4-40 X 7/32 Bind Hd","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","204005","204005 - 7"" Clamp Assembly","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","204002","204002 - 7"" Blade Holder Assembly","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","209012","209012 - 4-40 X 1/4 Head Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","200001","200001 - 7"" Blade","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","202007","202007 - Push Rod Crown Adjustment","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","059018","6-32 Thin Pattern Stopnut - 059018","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","059018","6-32 Thin Pattern Stopnut - 059018","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","2401328","2401328","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","489023","489023 - #6 SS Flat Washer","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","502034","502034 - Corner Box Latch","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","219064","219064 - Spring Washer","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","210059","210059 - Shoulder Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","210024F","7"" Wiper","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","202038","202038","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","209030","209030 - 10-24 Stainless Steel Wingnut","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","339073","339073 - 10-24 x 1-1/4 Fillister Head Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","2100278","2100278","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","209046","209046 - Flat Box Washer","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","209017","209017 - 10-24 Nylock Nut","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","219081","219081 - 6-32 Flat Head Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","202044F","202044 - Pressure Plate Spring","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","2401238","2401238","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","059161","059161 - 4-40 X 3/8 Fillister Head Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","059038","059038 - Lock Washer #4","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","059015","6-32 X 1/4 Fillister Hd Screw - 059015","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","210071","210071 - 7"" Spacer Rod","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","209006","209006  - Right Skid Cover","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","202022","202022 - Repair Clip","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","059102","059102 - 4-40 X 1/4 Flat Hd Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","059020","6-32 X 3/8 Bind Hd Screw - 059020","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","059016","#6 Med. Spring Lockwasher - 059016","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","200020","200020","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","210060","210060 - Flat Box Pivot Bearing","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","209148","209148 - Nyliner Bearing","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","209039","209039 - Left Skid Cover","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","2401258","2401258","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","2400098","2400098","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","059051","059051 - 6-32 X 3/16 Fillister Screw","","","cleared_unresolved","unresolved"
"Asgard","frontend/public/brands/Asgard/Schematics/FinishingBoxes/EHC07-AD/schematic_data.json","889030","889030 - 4-40 X 3/16 Fill. Head Screw","","","cleared_unresolved","unresolved"
