Brands,Type,SKU,MPN,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 used for variations,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 used for variations,Meta: _dtb_seo_title,Meta: _dtb_seo_description,Meta: _mpn,Meta: _csr_product_id,Meta: _csr_handle,Meta: _dtb_seo_focus_kw,Meta: _dtb_seo_canonical,Meta: _dtb_seo_noindex
Columbia Taping Tools,variation,12-4.3-0.3-G-C,12-4.3-0.3-G-C,,Columbia Super Flex 0.3 Flat Blade Stainless Steel Finishing Trowel,1,0,visible,,,,,taxable,,1,,,0,0,1.00,,,,0,,,81.61,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/12-4303GC.jpg?v=1738204974,,,COL-14657609957742,,,,,,1,Brand,Columbia Taping Tools,1,1,0,Size,"4.3"" x 12"" Cork Handle",1,1,1,"Columbia Super Flex 0.3 Flat Blade Stainless Steel Finishing Trowel – 4.3"" x 12"" Cork Handle","Columbia Super Flex 0.3 Flat Blade Stainless Steel Finishing Trowel – 4.3"" x 12"" Cork Handle. Premium Finishing Trowels Engineered for professionals demanding superior flexibility, strength, and control on every…",12-4.3-0.3-G-C,14657609957742,columbia-super-flex-0-3-flat-blade-stainless-steel-finishing-trowel,,,
Columbia Taping Tools,variation,14-4.3-0.3-G-C,14-4.3-0.3-G-C,,Columbia Super Flex 0.3 Flat Blade Stainless Steel Finishing Trowel,1,0,visible,,,,,taxable,,1,,,0,0,1.00,,,,0,,,88.31,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/14-4303GC.jpg?v=1738204974,,,COL-14657609957742,,,,,,2,Brand,Columbia Taping Tools,1,1,0,Size,"4.3"" x 14"" Cork Handle",1,1,1,"Columbia Super Flex 0.3 Flat Blade Stainless Steel Finishing Trowel – 4.3"" x 14"" Cork Handle","Columbia Super Flex 0.3 Flat Blade Stainless Steel Finishing Trowel – 4.3"" x 14"" Cork Handle. Premium Finishing Trowels Engineered for professionals demanding superior flexibility, strength, and control on every…",14-4.3-0.3-G-C,14657609957742,columbia-super-flex-0-3-flat-blade-stainless-steel-finishing-trowel,,,
Columbia Taping Tools,variable,COL-14657579188590,COL-14657579188590,,Columbia Silver 0.4 Curved Blade Stainless Steel Finishing Trowel,1,0,visible,"Premium Finishing Trowels Engineered for professionals demanding superior flexibility, strength, and control on every job. Features Ground Edges & Round Corners Extreme Quality Hardened Stainless Steel Blade Ultra-Light Aluminum High-Alloy Bar…","<p><strong>Premium Finishing Trowels</strong></p>
<p>Engineered for professionals demanding superior flexibility, strength, and control on every job.</p>
<h3>Features</h3>
<ul>
<li>Ground Edges &amp; Round Corners</li>
<li>Extreme Quality Hardened Stainless Steel Blade</li>
<li>Ultra-Light Aluminum High-Alloy Bar</li>
<li>Ergonomic &amp; Replaceable Cork Handle</li>
<li>100% Made in Poland</li>
</ul>
<ul></ul>
<ul></ul>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Taping Tools > Taping & Finishing Tools,"12-4.7-0.4-S-C-C, 14-4.7-0.4-S-C-C, curved trowel, stainless steel trowel, trowel, Columbia, Taping & Finishing Tools",,"https://cdn.shopify.com/s/files/1/0277/6678/4139/files/12-4704SCC.jpg?v=1738205035, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/14-4704SCC.jpg?v=1738205035",,,,,,,,,86,Brand,Columbia Taping Tools,1,1,0,Size,"4.7"" x 12"" Cork Handle | 4.7"" x 14"" Cork Handle",1,1,1,Columbia Silver 0.4 Curved Blade Stainless Steel Finishing Trowel,"Premium Finishing Trowels Engineered for professionals demanding superior flexibility, strength, and control on every job. Features Ground Edges & Round…",COL-14657579188590,14657579188590,columbia-silver-0-4-curved-blade-stainless-steel-finishing-trowel,columbia silver 0.4 curved blade stainless steel finishing trowel,,
Columbia Taping Tools,variation,12-4.7-0.4-S-C-C,12-4.7-0.4-S-C-C,,Columbia Silver 0.4 Curved Blade Stainless Steel Finishing Trowel,1,0,visible,,,,,taxable,,1,,,0,0,1.00,,,,0,,,74.69,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/12-4704SCC.jpg?v=1738205035,,,COL-14657579188590,,,,,,1,Brand,Columbia Taping Tools,1,1,0,Size,"4.7"" x 12"" Cork Handle",1,1,1,"Columbia Silver 0.4 Curved Blade Stainless Steel Finishing Trowel – 4.7"" x 12"" Cork Handle","Columbia Silver 0.4 Curved Blade Stainless Steel Finishing Trowel – 4.7"" x 12"" Cork Handle. Premium Finishing Trowels Engineered for professionals demanding superior flexibility, strength, and control on every…",12-4.7-0.4-S-C-C,14657579188590,columbia-silver-0-4-curved-blade-stainless-steel-finishing-trowel,,,
Columbia Taping Tools,variation,14-4.7-0.4-S-C-C,14-4.7-0.4-S-C-C,,Columbia Silver 0.4 Curved Blade Stainless Steel Finishing Trowel,1,0,visible,,,,,taxable,,1,,,0,0,1.00,,,,0,,,81.61,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/14-4704SCC.jpg?v=1738205035,,,COL-14657579188590,,,,,,2,Brand,Columbia Taping Tools,1,1,0,Size,"4.7"" x 14"" Cork Handle",1,1,1,"Columbia Silver 0.4 Curved Blade Stainless Steel Finishing Trowel – 4.7"" x 14"" Cork Handle","Columbia Silver 0.4 Curved Blade Stainless Steel Finishing Trowel – 4.7"" x 14"" Cork Handle. Premium Finishing Trowels Engineered for professionals demanding superior flexibility, strength, and control on every…",14-4.7-0.4-S-C-C,14657579188590,columbia-silver-0-4-curved-blade-stainless-steel-finishing-trowel,,,
Columbia Taping Tools,variable,COL-14657577943406,COL-14657577943406,,Columbia Pro Flex 0.7 Curved Blade Stainless Steel Finishing Trowel,1,0,visible,"Premium Finishing Trowels Engineered for professionals demanding superior flexibility, strength, and control on every job. Features Ground Edges & Round Corners Extreme Quality Hardened Stainless Steel Blade Ultra-Light Aluminum High-Alloy Bar…","<p><strong>Premium Finishing Trowels</strong></p>
<p>Engineered for professionals demanding superior flexibility, strength, and control on every job.</p>
<h3>Features</h3>
<ul>
<li>Ground Edges &amp; Round Corners</li>
<li>Extreme Quality Hardened Stainless Steel Blade</li>
<li>Ultra-Light Aluminum High-Alloy Bar</li>
<li>Ergonomic &amp; Replaceable Cork Handle</li>
<li>100% Made in Poland</li>
</ul>
<ul></ul>
<ul></ul>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Taping Tools > Taping & Finishing Tools,"12-4.7-0.7-G-C-C, 14-4.7-0.7-G-C-C, 16-4.7-0.7-G-C-C, curved trowel, stainless steel trowel, trowel, Columbia, Taping & Finishing Tools",,"https://cdn.shopify.com/s/files/1/0277/6678/4139/files/12-4707GCC.jpg?v=1738205217, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/14-4707GCC.jpg?v=1738205310, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/16-4707GCC.jpg?v=1738205310",,,,,,,,,87,Brand,Columbia Taping Tools,1,1,0,Size,"4.7"" x 12"" Cork Handle | 4.7"" x 14"" Cork Handle | 4.7"" x 16"" Cork Handle",1,1,1,Columbia Pro Flex 0.7 Curved Blade Stainless Steel Finishing Trowel,"Premium Finishing Trowels Engineered for professionals demanding superior flexibility, strength, and control on every job. Features Ground Edges & Round…",COL-14657577943406,14657577943406,columbia-pro-flex-0-7-curved-blade-stainless-steel-finishing-trowel,columbia pro flex 0.7 curved blade stainless steel finishing trowel,,
Columbia Taping Tools,variation,12-4.7-0.7-G-C-C,12-4.7-0.7-G-C-C,,Columbia Pro Flex 0.7 Curved Blade Stainless Steel Finishing Trowel,1,0,visible,,,,,taxable,,1,,,0,0,1.00,,,,0,,,79.37,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/12-4707GCC.jpg?v=1738205217,,,COL-14657577943406,,,,,,1,Brand,Columbia Taping Tools,1,1,0,Size,"4.7"" x 12"" Cork Handle",1,1,1,"Columbia Pro Flex 0.7 Curved Blade Stainless Steel Finishing Trowel – 4.7"" x 12"" Cork Handle","Columbia Pro Flex 0.7 Curved Blade Stainless Steel Finishing Trowel – 4.7"" x 12"" Cork Handle. Premium Finishing Trowels Engineered for professionals demanding superior flexibility, strength, and control on every…",12-4.7-0.7-G-C-C,14657577943406,columbia-pro-flex-0-7-curved-blade-stainless-steel-finishing-trowel,,,
Columbia Taping Tools,variation,14-4.7-0.7-G-C-C,14-4.7-0.7-G-C-C,,Columbia Pro Flex 0.7 Curved Blade Stainless Steel Finishing Trowel,1,0,visible,,,,,taxable,,1,,,0,0,1.00,,,,0,,,86.09,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/14-4707GCC.jpg?v=1738205310,,,COL-14657577943406,,,,,,2,Brand,Columbia Taping Tools,1,1,0,Size,"4.7"" x 14"" Cork Handle",1,1,1,"Columbia Pro Flex 0.7 Curved Blade Stainless Steel Finishing Trowel – 4.7"" x 14"" Cork Handle","Columbia Pro Flex 0.7 Curved Blade Stainless Steel Finishing Trowel – 4.7"" x 14"" Cork Handle. Premium Finishing Trowels Engineered for professionals demanding superior flexibility, strength, and control on every…",14-4.7-0.7-G-C-C,14657577943406,columbia-pro-flex-0-7-curved-blade-stainless-steel-finishing-trowel,,,
Columbia Taping Tools,variation,16-4.7-0.7-G-C-C,16-4.7-0.7-G-C-C,,Columbia Pro Flex 0.7 Curved Blade Stainless Steel Finishing Trowel,1,0,visible,,,,,taxable,,1,,,0,0,1.00,,,,0,,,92.80,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/16-4707GCC.jpg?v=1738205310,,,COL-14657577943406,,,,,,3,Brand,Columbia Taping Tools,1,1,0,Size,"4.7"" x 16"" Cork Handle",1,1,1,"Columbia Pro Flex 0.7 Curved Blade Stainless Steel Finishing Trowel – 4.7"" x 16"" Cork Handle","Columbia Pro Flex 0.7 Curved Blade Stainless Steel Finishing Trowel – 4.7"" x 16"" Cork Handle. Premium Finishing Trowels Engineered for professionals demanding superior flexibility, strength, and control on every…",16-4.7-0.7-G-C-C,14657577943406,columbia-pro-flex-0-7-curved-blade-stainless-steel-finishing-trowel,,,
Columbia Taping Tools,variable,COL-14657573945710,COL-14657573945710,,Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel,1,0,visible,"Premium Finishing Trowels Engineered for professionals demanding superior flexibility, strength, and control on every job. Features Ground Edges & Round Corners Extreme Quality Hardened Stainless Steel Blade Ultra-Light Aluminum High-Alloy Bar…","<p><strong>Premium Finishing Trowels</strong></p>
<p>Engineered for professionals demanding superior flexibility, strength, and control on every job.</p>
<h3>Features</h3>
<ul>
<li>Ground Edges &amp; Round Corners</li>
<li>Extreme Quality Hardened Stainless Steel Blade</li>
<li>Ultra-Light Aluminum High-Alloy Bar</li>
<li>Ergonomic &amp; Replaceable Cork Handle</li>
<li>100% Made in Poland</li>
</ul>
<ul></ul>
<ul></ul>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Taping Tools > Taping & Finishing Tools,"12-4.7-0.7-G-C, 14-4.7-0.7-G-C, 16-4.7-0.7-G-C, 18-4.7-0.7-G-C, flat trowel, stainless steel trowel, trowel, Columbia, Taping & Finishing Tools",,"https://cdn.shopify.com/s/files/1/0277/6678/4139/files/12-4707GC.jpg?v=1738205113, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/14-4707GC.jpg?v=1738205112, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/16-4707GC.jpg?v=1738205112, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18-4707GC.jpg?v=1738205114",,,,,,,,,88,Brand,Columbia Taping Tools,1,1,0,Size,"4.7"" x 12"" Cork Handle | 4.7"" x 14"" Cork Handle | 4.7"" x 16"" Cork Handle | 4.7"" x 18"" Cork Handle",1,1,1,Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel,"Premium Finishing Trowels Engineered for professionals demanding superior flexibility, strength, and control on every job. Features Ground Edges & Round…",COL-14657573945710,14657573945710,dewalt-pro-flex-flat-blade-stainless-steel-finishing-trowel-copy,columbia pro flex 0.7 flat blade stainless steel finishing trowel,,
Columbia Taping Tools,variation,12-4.7-0.7-G-C,12-4.7-0.7-G-C,,Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel,1,0,visible,,,,,taxable,,1,,,0,0,1.00,,,,0,,,79.37,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/12-4707GC.jpg?v=1738205113,,,COL-14657573945710,,,,,,1,Brand,Columbia Taping Tools,1,1,0,Size,"4.7"" x 12"" Cork Handle",1,1,1,"Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel – 4.7"" x 12"" Cork Handle","Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel – 4.7"" x 12"" Cork Handle. Premium Finishing Trowels Engineered for professionals demanding superior flexibility, strength, and control on every…",12-4.7-0.7-G-C,14657573945710,dewalt-pro-flex-flat-blade-stainless-steel-finishing-trowel-copy,,,
Columbia Taping Tools,variation,14-4.7-0.7-G-C,14-4.7-0.7-G-C,,Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel,1,0,visible,,,,,taxable,,1,,,0,0,1.00,,,,0,,,86.09,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/14-4707GC.jpg?v=1738205112,,,COL-14657573945710,,,,,,2,Brand,Columbia Taping Tools,1,1,0,Size,"4.7"" x 14"" Cork Handle",1,1,1,"Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel – 4.7"" x 14"" Cork Handle","Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel – 4.7"" x 14"" Cork Handle. Premium Finishing Trowels Engineered for professionals demanding superior flexibility, strength, and control on every…",14-4.7-0.7-G-C,14657573945710,dewalt-pro-flex-flat-blade-stainless-steel-finishing-trowel-copy,,,
Columbia Taping Tools,variation,16-4.7-0.7-G-C,16-4.7-0.7-G-C,,Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel,1,0,visible,,,,,taxable,,1,,,0,0,1.00,,,,0,,,92.80,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/16-4707GC.jpg?v=1738205112,,,COL-14657573945710,,,,,,3,Brand,Columbia Taping Tools,1,1,0,Size,"4.7"" x 16"" Cork Handle",1,1,1,"Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel – 4.7"" x 16"" Cork Handle","Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel – 4.7"" x 16"" Cork Handle. Premium Finishing Trowels Engineered for professionals demanding superior flexibility, strength, and control on every…",16-4.7-0.7-G-C,14657573945710,dewalt-pro-flex-flat-blade-stainless-steel-finishing-trowel-copy,,,
Columbia Taping Tools,variation,18-4.7-0.7-G-C,18-4.7-0.7-G-C,,Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel,1,0,visible,,,,,taxable,,1,,,0,0,1.00,,,,0,,,98.94,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18-4707GC.jpg?v=1738205114,,,COL-14657573945710,,,,,,4,Brand,Columbia Taping Tools,1,1,0,Size,"4.7"" x 18"" Cork Handle",1,1,1,"Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel – 4.7"" x 18"" Cork Handle","Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel – 4.7"" x 18"" Cork Handle. Premium Finishing Trowels Engineered for professionals demanding superior flexibility, strength, and control on every…",18-4.7-0.7-G-C,14657573945710,dewalt-pro-flex-flat-blade-stainless-steel-finishing-trowel-copy,,,
Columbia Taping Tools,simple,COLSABDL6,COLSABDL6,,Columbia Starter Semi-Automatic Taping Tool Set with Compact Case,1,0,visible,"Upgrade your taping and finishing production with the Columbia Starter Set, an essential semi-automatic taping tool kit that outperforms traditional hand taping. The Semi-Auto Taper increases efficiency and consistency while reducing material waste.…","<p>Upgrade your taping and finishing production with the Columbia Starter Set, an essential semi-automatic taping tool kit that outperforms traditional hand taping. The Semi-Auto Taper increases efficiency and consistency while reducing material waste. Achieve a professional finish with corner flushers. All tools conveniently fit in the custom tool case for easy transportation, storage, and protection. </p>
<h3>Features</h3>
<ul>
<li>Increase your efficiency on the job compared to working with hand tools and waste less material.</li>
<li>The included compound tube allows you to evenly apply compound where you need it.
</li>
<li>The included case gives your tools the protection they need and make it easier to transport to the job.</li>
</ul>",,,taxable,,1,,,0,0,,,,,1,,,753.61,Drywall Finishing Tools > Columbia Taping Tools > Semi-Automatic Tapers,"set, Columbia, Semi Automatic Taping Tools",,"https://cdn.shopify.com/s/files/1/0277/6678/4139/files/ColumbiaStarter.jpg?v=1738695004, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/6464FC.jpg?v=1737665074",,,,,,,,,89,Brand,Columbia Taping Tools,1,1,0,,,,,,Columbia Starter Semi-Automatic Taping Tool Set with Compact Case,"Upgrade your taping and finishing production with the Columbia Starter Set, an essential semi-automatic taping tool kit that outperforms traditional hand…",COLSABDL6,14655297847662,columbia-starter-semi-automatic-taping-tool-set-with-compact-case,columbia starter semi-automatic taping tool set with compact case,,
TapeTech,variable,TT-14653899800942,TT-14653899800942,,TapeTech Compound Roller Support Handle,1,0,visible,"TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to…","<p>TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to breaking out a sprayer or trying to apply the compound with knives or trowels. Simply apply the joint compound with the TapeTech premium drywall joint compound roller and then skim the area with a TapeTech premium finishing knife for an amazing finish.</p>
<p>TapeTech compound rollers are designed for use with TapeTech roller frames. The shafts of our dedicated roller frames are a full 5/16” thick, providing the strongest frame in the industry – a must for this heavy-duty application. The roller and roller frames quickly and easily attach to our TapeTech model CROLLHAN2 extendable support handle (44” – 79”) to make quick work of most walls and ceilings without the need for stilts or scaffolds.</p>
<h3>Features</h3>
<ul>
<li>
<strong>Ideal Length:</strong> The TapeTech CROLLHAN2 Support Handle for TapeTech premium drywall joint compound rollers extends from 44” – 79”, the most versatile range of extension handles for compound rollers.</li>
<li>
<strong>Robust but Lightweight:</strong> You don’t want unnecessary weight when you have a roller full of joint compound. The TapeTech CROLLHAN2 is the perfect balance of light weight and robust materials to make you as efficient as possible.</li>
<li>
<strong>Twist and Go:</strong> Our simple twist-lock design allows you to quickly make adjustments on the fly, without worrying about mechanical extension failures taking you and your project down.</li>
<li>
<strong>Lock and Load:</strong> Our CROLLHAN2 Support Handle quickly attaches to our range of four premium drywall joint compound roller frames and rollers. Frames and rollers are available in 2-inch, 4-inch, 9-inch and 12-inch.</li>
<li>
<strong>Stores Easily:</strong> CROLLHAN2 features a hanger at the end of the handle so you can easily hang the handle in your shop, vehicle or on the jobsite, keeping it from constantly falling to the floor when not in use.</li>
</ul>
<em>Note: Plastering Roller NOT included.</em><br>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Taping & Finishing Tools,"mud roller, plastering roller, TapeTech, Taping & Finishing Tools",,"https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18459_CROLLHAN2_001.jpg?v=1737261638, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18459_CROLLHAN2_002.jpg?v=1737261638, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18459_CROLLHAN2_004.jpg?v=1737261638, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18459_CROLLHAN2_005.jpg?v=1737261759, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18459_CROLLHAN2_005_1.jpg?v=1737261759",,,,,,,,,90,Brand,TapeTech,1,1,0,Size,44″ – 79″ (2m),1,1,1,TapeTech Compound Roller Support Handle,TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and…,TT-14653899800942,14653899800942,tapetech-compound-roller-support-handle,tapetech compound roller support handle,,
TapeTech,variation,CROLLHAN2,CROLLHAN2,,TapeTech Compound Roller Support Handle,1,0,visible,,,,,taxable,,1,,,0,0,3.00,,,,0,,,9.96,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18459_CROLLHAN2_005.jpg?v=1737261759,,,TT-14653899800942,,,,,,1,Brand,TapeTech,1,1,0,Size,44″ – 79″ (2m),1,1,1,TapeTech Compound Roller Support Handle – 44″ – 79″ (2m),TapeTech Compound Roller Support Handle – 44″ – 79″ (2m). TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings…,CROLLHAN2,14653899800942,tapetech-compound-roller-support-handle,,,
TapeTech,variable,CCAGE,CCAGE,,TapeTech Compound Roller Frame,1,0,visible,"TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to…","<p>TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to breaking out a sprayer or trying to apply the compound with knives or trowels. Simply apply the joint compound with the TapeTech premium drywall joint compound roller and then skim the area with a TapeTech premium finishing knife for an amazing finish.</p>
<p>TapeTech compound rollers are designed for use with TapeTech roller frames. The shafts of our dedicated roller frames are a full 5/16” thick, providing the strongest frame in the industry – a must for this heavy-duty application. The roller and roller frames quickly and easily attach to our TapeTech model CROLLHAN2 extendable support handle (44” – 79”) to make quick work of most walls and ceilings without the need for stilts or scaffolds.</p>
<h3>Features
</h3>
<ul>
<li>
<strong>Robust Design:</strong> Features a full 5/16” thick frame design – stronger than smaller ¼” thick frames – and the most robust joint compound roller frame on the market.</li>
<li>
<strong>Comfortable Handle:</strong> The TapeTech Roller frames feature a comfortable, two-component over molded handle that provides comfortable handling and positive grip, even when wet.</li>
<li>
<strong>Highest Quality:</strong> TapeTech premium drywall joint compound rollers are manufactured in Europe exclusively for TapeTech, using the highest quality reticulated polypropylene nap for great results and long life.</li>
<li>
<strong>Highest Capacity:</strong> When matched with a TapeTech premium drywall joint compound roller, applies nearly 50% more compound to the surface between fills compared to other high nap rollers and frames.</li>
<li>
<strong>Highest Coverage:</strong> The unique design and manufacturing of TapeTech premium joint compound rollers releases more compound from the nap and onto the surface, providing the highest coverage rate per roller load.</li>
<li>
<strong>Extended Reach:</strong> Easily attaches to TapeTech CROLLHAN2 extendable handle to reach most common walls and ceilings without stilts or scaffolds. With super secure attachment and lightweight but robust construction, you’ll quickly knock out any wall coverage or skimming job.</li>
<li>
<strong>Ideal for Skimming:</strong> The TapeTech premium drywall joint compound rollers are ideal for quickly applying large amounts of compound over patches, butt joints or entire surfaces. The perfect set up for skimming with TapeTech premium finishing knives.</li>
<li>
<strong>Available in 4 sizes:</strong> TapeTech premium joint compound roller frames are available in 4-inch, 9-inch and 12-inch sizes plus an integrated 2-inch model that includes the roller and frame together.</li>
</ul>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Taping & Finishing Tools,"CCAGE04, CCAGE09, CCAGE12, mud roller, plastering roller, TapeTech, Taping & Finishing Tools",,"https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18460_CROLL04_001.jpg?v=1737260601, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18460_CROLL04_002.jpg?v=1737260601, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18460_CROLL04_003.jpg?v=1737260601, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18460_CROLL04_004.jpg?v=1737260601, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18460_CROLL04_005.jpg?v=1737260601, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18461_CCAGE09_001.jpg?v=1737260740, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18461_CCAGE09_002.jpg?v=1737260740, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18461_CCAGE09_003.jpg?v=1737260740, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18461_CCAGE09_004.jpg?v=1737260740, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18461_CCAGE09_005.jpg?v=1737260740, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18462_CCAGE12_001.jpg?v=1737260882, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18462_CCAGE12_002.jpg?v=1737260882, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18462_CCAGE12_003.jpg?v=1737260883, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18462_CCAGE12_004.jpg?v=1737260882, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18462_CCAGE12_005.jpg?v=1737260883",,,,,,,,,91,Brand,TapeTech,1,1,0,Size,"4"" | 9"" | 12""",1,1,1,TapeTech Compound Roller Frame,TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and…,CCAGE,14653895901550,tapetech-compound-roller-frame,tapetech compound roller frame,,
TapeTech,variation,CCAGE04,CCAGE04,,TapeTech Compound Roller Frame,1,0,visible,,,,,taxable,,1,,,0,0,0.20,,,,0,,,7.47,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18460_CROLL04_001.jpg?v=1737260601,,,CCAGE,,,,,,1,Brand,TapeTech,1,1,0,Size,"4""",1,1,1,"TapeTech Compound Roller Frame – 4""","TapeTech Compound Roller Frame – 4"". TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings…",CCAGE04,14653895901550,tapetech-compound-roller-frame,,,
TapeTech,variation,CCAGE09,CCAGE09,,TapeTech Compound Roller Frame,1,0,visible,,,,,taxable,,1,,,0,0,0.20,,,,0,,,7.47,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18461_CCAGE09_001.jpg?v=1737260740,,,CCAGE,,,,,,2,Brand,TapeTech,1,1,0,Size,"9""",1,1,1,"TapeTech Compound Roller Frame – 9""","TapeTech Compound Roller Frame – 9"". TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings…",CCAGE09,14653895901550,tapetech-compound-roller-frame,,,
TapeTech,variation,CCAGE12,CCAGE12,,TapeTech Compound Roller Frame,1,0,visible,,,,,taxable,,1,,,0,0,0.20,,,,0,,,10.79,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18462_CCAGE12_001.jpg?v=1737260882,,,CCAGE,,,,,,3,Brand,TapeTech,1,1,0,Size,"12""",1,1,1,"TapeTech Compound Roller Frame – 12""","TapeTech Compound Roller Frame – 12"". TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings…",CCAGE12,14653895901550,tapetech-compound-roller-frame,,,
