Brands,Type,SKU,MPN,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 used for variations,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 used for variations,Meta: _dtb_seo_title,Meta: _dtb_seo_description,Meta: _mpn,Meta: _csr_product_id,Meta: _csr_handle,Meta: _dtb_seo_focus_kw,Meta: _dtb_seo_canonical,Meta: _dtb_seo_noindex
TapeTech,simple,CROLL02,CROLL02,,TapeTech 2″ Premium Inside Corner Compound Roller with Frame,1,0,visible,"TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to…","<p>TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to breaking out a sprayer or trying to apply the compound with knives or trowels. Simply apply the joint compound with the TapeTech premium drywall joint compound roller and then skim the area with a TapeTech premium finishing knife for an amazing finish.</p>
<p>The 2″ compound roller is perfect for applying joint compound to internal corners prior to using a corner flusher or finisher. This roller includes a specially designed extended roller frame; the roller is not replaceable.</p>
<h3>Features</h3>
<ul>
<li>
<strong>Highest Quality:</strong> TapeTech premium drywall joint compound rollers are manufactured in Europe exclusively for TapeTech, using the highest quality reticulated polypropylene nap for great results and long life.</li>
<li>
<strong>Highest Capacity</strong>: TapeTech premium drywall joint compound rollers feature an 18mm nap – nearly 50% thicker than other brands with ½” nap – allowing you to apply nearly 50% more compound to the surface between fills compared to other high nap rollers.</li>
<li>
<strong>Highest Coverage:</strong> The unique design and manufacturing of TapeTech premium joint compound rollers releases more compound from the nap and onto the surface, providing the highest coverage rate per roller load.</li>
<li>
<strong>Robust Frame Design:</strong> TapeTech premium drywall joint compound rollers are designed for use with TapeTech roller frames. Our frames are a full 5/16” thick – stronger than smaller ¼” thick frames on the market.</li>
<li>
<strong>Comfortable Handle:</strong> The TapeTech Roller frames feature a comfortable, two-component over molded handle that provides comfortable handling and positive grip, even when wet.</li>
<li>
<strong>Ideal for Skimming:</strong> The TapeTech premium drywall joint compound rollers are ideal for quickly applying large amounts of compound over patches, butt joints or entire surfaces. The perfect set up for skimming with TapeTech premium finishing knives.</li>
</ul>",,,taxable,,1,,,0,0,0.50,,,,1,,,20.76,Drywall Finishing Tools > TapeTech > Taping & Finishing Tools,"corner applicator, CROLL02, mud applicator, mud roller, TapeTech, Taping & Finishing Tools",,"https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18455_CROLL02_001.jpg?v=1737259741, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18455_CROLL02_002.jpg?v=1737259741, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18455_CROLL02_003.jpg?v=1737259741, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18455_CROLL02_004.jpg?v=1737259741, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18455_CROLL02_005.jpg?v=1737259741",,,,,,,,,92,Brand,TapeTech,1,1,0,,,,,,TapeTech 2″ Premium Inside Corner Compound Roller with Frame,TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and…,CROLL02,14653895868782,tapetech-2-premium-inside-corner-compound-roller-with-frame,tapetech 2″ premium inside corner compound roller with frame,,
TapeTech,variable,CROLL,CROLL,,TapeTech Premium Drywall Compound Roller (Cover Only),1,0,visible,"TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to…","<p>TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to breaking out a sprayer or trying to apply the compound with knives or trowels. Simply apply the joint compound with the TapeTech premium drywall joint compound roller and then skim the area with a TapeTech premium finishing knife for an amazing finish.</p>
<h3>Features
</h3>
<ul>
<li>
<strong>Highest Quality:</strong> TapeTech premium drywall joint compound rollers are manufactured in Europe exclusively for TapeTech, using the highest quality reticulated polypropylene nap for great results and long life.</li>
<li>
<strong>Highest Capacity:</strong> TapeTech premium drywall joint compound rollers feature an 18mm nap – nearly 50% thicker than other brands with ½” nap – allowing you to apply nearly 50% more compound to the surface between fills compared to other high nap rollers.</li>
<li>
<strong>Highest Coverage:</strong> The unique design and manufacturing of TapeTech premium joint compound rollers releases more compound from the nap and onto the surface, providing the highest coverage rate per roller load.</li>
<li>
<strong>Robust Frame Design:</strong> TapeTech premium drywall joint compound rollers are designed for use with TapeTech roller frames (sold separately). Our frames are a full 5/16” thick – stronger than smaller ¼” thick frames on the market.</li>
<li>
<strong>Extended Reach:</strong> Easily reach most common walls and ceilings using the TapeTech CROLLHAN2 extendable handle (sold separately). With super secure attachment and lightweight but robust construction, you’ll quickly knock out any wall coverage or skimming job.</li>
<li>
<strong>Ideal for Skimming:</strong> The TapeTech premium drywall joint compound rollers are ideal for quickly applying large amounts of compound over patches, butt joints or entire surfaces. The perfect set up for skimming with TapeTech premium finishing knives.</li>
</ul>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Taping & Finishing Tools,"CROLL04, CROLL09, CROLL12, mud roller, plastering roller, TapeTech, Taping & Finishing Tools",,"https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18456_CROLL04_001.jpg?v=1737257460, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18456_CROLL04_002.jpg?v=1737257460, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18456_CROLL04_003.jpg?v=1737257459, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18457_CROLL09_001.jpg?v=1737257459, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18457_CROLL09_002.jpg?v=1737257460, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18457_CROLL09_003.jpg?v=1737257460, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18458_CROLL12_001.jpg?v=1737257459, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18458_CROLL12_002.jpg?v=1737257460, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18458_CROLL12_003.jpg?v=1737257460",,,,,,,,,93,Brand,TapeTech,1,1,0,Size,"4"" | 9"" | 12""",1,1,1,TapeTech Premium Drywall Compound Roller (Cover Only),TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and…,CROLL,14653895246190,tapetech-premium-drywall-compound-roller-cover-only,tapetech premium drywall compound roller (cover only),,
TapeTech,variation,CROLL04,CROLL04,,TapeTech Premium Drywall Compound Roller (Cover Only),1,0,visible,,,,,taxable,,1,,,0,0,0.20,,,,0,,,9.96,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18456_CROLL04_001.jpg?v=1737257460,,,CROLL,,,,,,1,Brand,TapeTech,1,1,0,Size,"4""",1,1,1,"TapeTech Premium Drywall Compound Roller (Cover Only) – 4""","TapeTech Premium Drywall Compound Roller (Cover Only) – 4"". TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings…",CROLL04,14653895246190,tapetech-premium-drywall-compound-roller-cover-only,,,
TapeTech,variation,CROLL09,CROLL09,,TapeTech Premium Drywall Compound Roller (Cover Only),1,0,visible,,,,,taxable,,1,,,0,0,0.20,,,,0,,,14.11,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18457_CROLL09_001.jpg?v=1737257459,,,CROLL,,,,,,2,Brand,TapeTech,1,1,0,Size,"9""",1,1,1,"TapeTech Premium Drywall Compound Roller (Cover Only) – 9""","TapeTech Premium Drywall Compound Roller (Cover Only) – 9"". TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings…",CROLL09,14653895246190,tapetech-premium-drywall-compound-roller-cover-only,,,
TapeTech,variation,CROLL12,CROLL12,,TapeTech Premium Drywall Compound Roller (Cover Only),1,0,visible,,,,,taxable,,1,,,0,0,0.20,,,,0,,,20.76,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/18458_CROLL12_001.jpg?v=1737257459,,,CROLL,,,,,,3,Brand,TapeTech,1,1,0,Size,"12""",1,1,1,"TapeTech Premium Drywall Compound Roller (Cover Only) – 12""","TapeTech Premium Drywall Compound Roller (Cover Only) – 12"". TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings…",CROLL12,14653895246190,tapetech-premium-drywall-compound-roller-cover-only,,,
Columbia Taping Tools,variable,COL-14652725985646,COL-14652725985646,,Columbia Specialty Knife with Nylon Handle,1,0,visible,"Columbia is excited to announce three additions to our premium hand tool line, crafted for top performance in drywall finishing. Designed for precision, strength, signed for precision, strength, and flexibility. Features Premium Stainless Steel…","<p>Columbia is excited to announce three additions to our premium hand tool line, crafted for top performance in drywall finishing.</p>
<p>Designed for precision, strength, signed for precision, strength, and flexibility.<strong></strong></p>
<h3>Features</h3>
<ul>
<li>Premium Stainless Steel<br>
</li>
<li>Nylon Handle with Hammer Head</li>
<li>Versatile Design</li>
</ul>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Taping Tools > Taping & Finishing Tools,"CJK6, PJK3.5, taping knife, Columbia, Taping & Finishing Tools",,"https://cdn.shopify.com/s/files/1/0277/6678/4139/files/PJK3-5.jpg?v=1737051492, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/CJK6.jpg?v=1737051492",,,,,,,,,94,Brand,Columbia Taping Tools,1,1,0,Option,"3.5"" Pointed Knife | 6"" Clipped Knife 30 Degree Angle",1,1,1,Columbia Specialty Knife with Nylon Handle,"Columbia is excited to announce three additions to our premium hand tool line, crafted for top performance in drywall finishing. Designed for precision,…",COL-14652725985646,14652725985646,columbia-specialty-knife-with-nylon-handle,columbia specialty knife with nylon handle,,
Columbia Taping Tools,variation,PJK3.5,PJK3.5,,Columbia Specialty Knife with Nylon Handle,1,0,visible,,,,,taxable,,1,,,0,0,3.00,,,,0,,,16.70,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/PJK3-5.jpg?v=1737051492,,,COL-14652725985646,,,,,,1,Brand,Columbia Taping Tools,1,1,0,Option,"3.5"" Pointed Knife",1,1,1,"Columbia Specialty Knife with Nylon Handle – 3.5"" Pointed Knife","Columbia Specialty Knife with Nylon Handle – 3.5"" Pointed Knife. Columbia is excited to announce three additions to our premium hand tool line, crafted for top performance in drywall…",PJK3.5,14652725985646,columbia-specialty-knife-with-nylon-handle,,,
Columbia Taping Tools,variation,CJK6,CJK6,,Columbia Specialty Knife with Nylon Handle,1,0,visible,,,,,taxable,,1,,,0,0,3.00,,,,0,,,22.57,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/CJK6.jpg?v=1737051492,,,COL-14652725985646,,,,,,2,Brand,Columbia Taping Tools,1,1,0,Option,"6"" Clipped Knife 30 Degree Angle",1,1,1,"Columbia Specialty Knife with Nylon Handle – 6"" Clipped Knife 30 Degree Angle","Columbia Specialty Knife with Nylon Handle – 6"" Clipped Knife 30 Degree Angle. Columbia is excited to announce three additions to our premium hand tool line, crafted for top performance in drywall…",CJK6,14652725985646,columbia-specialty-knife-with-nylon-handle,,,
Columbia Taping Tools,variable,COL-14652724478318,COL-14652724478318,,Columbia Stainless Steel 9-in-1 Putty Knife with Nylon Grip Handle,1,0,visible,"Columbia is excited to announce three additions to our premium hand tool line, crafted for top performance in drywall finishing. Designed for precision, strength, signed for precision, strength, and flexibility. Features Premium Stainless Steel…","<p>Columbia is excited to announce three additions to our premium hand tool line, crafted for top performance in drywall finishing.</p>
<p>Designed for precision, strength, signed for precision, strength, and flexibility.<strong></strong></p>
<h3>Features</h3>
<ul>
<li>Premium Stainless Steel<br>
</li>
<li>Nylon Handle with Hammer Head</li>
<li>Versatile Design</li>
</ul>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Taping Tools > Taping & Finishing Tools,"9-1MT, joint knife, Columbia, Taping & Finishing Tools",,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/9-1MT.jpg?v=1737050447,,,,,,,,,95,Brand,Columbia Taping Tools,1,1,0,Option,9-in-1 Tool,1,1,1,Columbia Stainless Steel 9-in-1 Putty Knife with Nylon Grip Handle,"Columbia is excited to announce three additions to our premium hand tool line, crafted for top performance in drywall finishing. Designed for precision,…",COL-14652724478318,14652724478318,columbia-stainless-steel-9-in-1-putty-knife-with-nylon-grip-handle,columbia stainless steel 9-in-1 putty knife with nylon grip handle,,
Columbia Taping Tools,variation,9-1MT,9-1MT,,Columbia Stainless Steel 9-in-1 Putty Knife with Nylon Grip Handle,1,0,visible,,,,,taxable,,1,,,0,0,2.00,,,,0,,,16.70,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/9-1MT.jpg?v=1737050447,,,COL-14652724478318,,,,,,1,Brand,Columbia Taping Tools,1,1,0,Option,9-in-1 Tool,1,1,1,Columbia Stainless Steel 9-in-1 Putty Knife with Nylon Grip Handle – 9-in-1 Tool,"Columbia Stainless Steel 9-in-1 Putty Knife with Nylon Grip Handle – 9-in-1 Tool. Columbia is excited to announce three additions to our premium hand tool line, crafted for top performance in drywall…",9-1MT,14652724478318,columbia-stainless-steel-9-in-1-putty-knife-with-nylon-grip-handle,,,
Columbia Taping Tools,variable,NPK,NPK,,Columbia Stainless Steel Putty Knives with Nylon Handle,1,0,visible,"Columbia is excited to announce three additions to our premium hand tool line, crafted for top performance in drywall finishing. Designed for precision, strength, signed for precision, strength, and flexibility. Available Sizes: 1.5"", 2"", 3"", 4"",…","<p>Columbia is excited to announce three additions to our premium hand tool line, crafted for top performance in drywall finishing.</p>
<p>Designed for precision, strength, signed for precision, strength, and flexibility.</p>
<p><strong>Available Sizes:</strong></p>
<p>1.5"", 2"", 3"", 4"", 5"", 6"", 8"", and 10""</p>
<h3>Features</h3>
<ul>
<li>Premium Stainless Steel Blade</li>
<li>Flexibility</li>
<li>Nylon Handle with Hammer Head</li>
<li>Versatile Design</li>
</ul>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Taping Tools > Taping & Finishing Tools,"joint knife, NPK1.5, NPK10, NPK2, NPK3, NPK4, NPK5, NPK6, NPK8, Columbia, Taping & Finishing Tools",,"https://cdn.shopify.com/s/files/1/0277/6678/4139/files/NPK1-5.jpg?v=1737049114, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/NPK2.jpg?v=1737049125, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/NPK3.jpg?v=1737049125, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/NPK4.jpg?v=1737049125, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/NPK5.jpg?v=1737464684, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/NPK6.jpg?v=1737049125, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/NPK8.jpg?v=1737464661, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/NPK10.jpg?v=1737049114",,,,,,,,,96,Brand,Columbia Taping Tools,1,1,0,Size,"1.5"" | 2"" | 3"" | 4"" | 5"" | 6"" | 8"" | 10""",1,1,1,Columbia Stainless Steel Putty Knives with Nylon Handle,"Columbia is excited to announce three additions to our premium hand tool line, crafted for top performance in drywall finishing. Designed for precision,…",NPK,14652720316782,columbia-stainless-steel-putty-knives-with-nylon-handle,columbia stainless steel putty knives with nylon handle,,
Columbia Taping Tools,variation,NPK1.5,NPK1.5,,Columbia Stainless Steel Putty Knives with Nylon Handle,1,0,visible,,,,,taxable,,1,,,0,0,0.50,,,,0,,,13.55,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/NPK1-5.jpg?v=1737049114,,,NPK,,,,,,1,Brand,Columbia Taping Tools,1,1,0,Size,"1.5""",1,1,1,"Columbia Stainless Steel Putty Knives with Nylon Handle – 1.5""","Columbia Stainless Steel Putty Knives with Nylon Handle – 1.5"". Columbia is excited to announce three additions to our premium hand tool line, crafted for top performance in drywall…",NPK1.5,14652720316782,columbia-stainless-steel-putty-knives-with-nylon-handle,,,
Columbia Taping Tools,variation,NPK2,NPK2,,Columbia Stainless Steel Putty Knives with Nylon Handle,1,0,visible,,,,,taxable,,1,,,0,0,0.50,,,,0,,,14.00,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/NPK2.jpg?v=1737049125,,,NPK,,,,,,2,Brand,Columbia Taping Tools,1,1,0,Size,"2""",1,1,1,"Columbia Stainless Steel Putty Knives with Nylon Handle – 2""","Columbia Stainless Steel Putty Knives with Nylon Handle – 2"". Columbia is excited to announce three additions to our premium hand tool line, crafted for top performance in drywall…",NPK2,14652720316782,columbia-stainless-steel-putty-knives-with-nylon-handle,,,
Columbia Taping Tools,variation,NPK3,NPK3,,Columbia Stainless Steel Putty Knives with Nylon Handle,1,0,visible,,,,,taxable,,1,,,0,0,0.50,,,,0,,,14.90,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/NPK3.jpg?v=1737049125,,,NPK,,,,,,3,Brand,Columbia Taping Tools,1,1,0,Size,"3""",1,1,1,"Columbia Stainless Steel Putty Knives with Nylon Handle – 3""","Columbia Stainless Steel Putty Knives with Nylon Handle – 3"". Columbia is excited to announce three additions to our premium hand tool line, crafted for top performance in drywall…",NPK3,14652720316782,columbia-stainless-steel-putty-knives-with-nylon-handle,,,
